epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,626.204,1.52917,2.63801,1.19786,1.45649,0.78785,0.55966,0.613,0.36262,0.77535,0.55114,0.59644,0.37743,1.44469,2.37183,1.17422,1.63173,0.000872691,0.000872691,0.000872691
132,630.713,1.53081,2.63958,1.19172,1.46779,0.78704,0.55966,0.62534,0.36675,0.76346,0.54261,0.61038,0.38013,1.4425,2.32633,1.18189,1.61175,0.000870857,0.000870857,0.000870857
133,635.309,1.52115,2.68394,1.15064,1.42876,0.7765,0.55966,0.61584,0.37789,0.80718,0.54707,0.60407,0.3928,1.39657,2.29115,1.14487,1.57182,0.000869024,0.000869024,0.000869024
134,640.052,1.53077,2.6768,1.17712,1.43754,0.75328,0.57386,0.64076,0.37681,0.76886,0.54261,0.6174,0.38866,1.43879,2.26111,1.14687,1.60049,0.000867191,0.000867191,0.000867191
135,644.622,1.49138,2.61166,1.18621,1.44449,0.79186,0.55966,0.64363,0.3949,0.82595,0.52579,0.6192,0.39828,1.3806,2.28209,1.16554,1.59122,0.000865358,0.000865358,0.000865358
136,649.454,1.50702,2.64286,1.17187,1.43729,0.76397,0.56534,0.60964,0.3612,0.73824,0.55966,0.59444,0.37634,1.43443,2.2535,1.20569,1.613,0.000863525,0.000863525,0.000863525
137,653.938,1.48333,2.58596,1.16029,1.44187,0.7612,0.55398,0.61339,0.36853,0.76621,0.52139,0.59085,0.36658,1.43443,2.2852,1.14105,1.61409,0.000861692,0.000861692,0.000861692
138,658.367,1.50681,2.64128,1.16471,1.46486,0.81304,0.54361,0.61872,0.36951,0.83535,0.54771,0.61186,0.39055,1.43647,2.2862,1.15886,1.60135,0.000859858,0.000859858,0.000859858
139,663.123,1.49799,2.61905,1.17395,1.43038,0.80369,0.54666,0.6216,0.37402,0.78968,0.53333,0.59496,0.37312,1.4304,2.4529,1.17233,1.58704,0.000858025,0.000858025,0.000858025
140,667.959,1.52495,2.67605,1.13908,1.40762,0.77357,0.56291,0.61776,0.37085,0.76891,0.55398,0.59897,0.38428,1.41086,2.42628,1.1733,1.56858,0.000856192,0.000856192,0.000856192
141,672.605,1.49305,2.61024,1.14628,1.42234,0.77588,0.55074,0.62759,0.37283,0.77187,0.5479,0.61473,0.38018,1.39651,2.31943,1.1449,1.58606,0.000854359,0.000854359,0.000854359
142,677.284,1.53335,2.73926,1.16843,1.438,0.76087,0.53977,0.62603,0.36843,0.79752,0.53977,0.61414,0.36996,1.44148,2.24042,1.14007,1.59736,0.000852526,0.000852526,0.000852526
143,681.908,1.54101,2.72632,1.15935,1.41003,0.80342,0.53693,0.62076,0.35853,0.81681,0.53202,0.61825,0.36745,1.44157,2.2861,1.18204,1.59586,0.000850693,0.000850693,0.000850693
144,686.368,1.4812,2.5665,1.15665,1.43544,0.71987,0.59133,0.63993,0.37093,0.77969,0.54261,0.61533,0.37874,1.48988,2.31074,1.16593,1.62306,0.00084886,0.00084886,0.00084886
145,691.151,1.51432,2.64222,1.14159,1.4113,0.75377,0.51705,0.59432,0.34779,0.81461,0.4858,0.58349,0.3673,1.45894,2.34017,1.24031,1.61078,0.000847026,0.000847026,0.000847026
146,695.737,1.47711,2.54315,1.14159,1.42002,0.75235,0.57386,0.62483,0.37879,0.76291,0.57386,0.61505,0.39002,1.43715,2.29259,1.21439,1.60328,0.000845193,0.000845193,0.000845193
147,700.06,1.45154,2.53482,1.13869,1.42723,0.86759,0.53983,0.64588,0.39302,0.8895,0.53409,0.62225,0.39935,1.38704,2.25881,1.17264,1.56409,0.00084336,0.00084336,0.00084336
148,704.725,1.4373,2.5792,1.12912,1.41521,0.7565,0.56818,0.63223,0.36323,0.7395,0.53228,0.59131,0.37432,1.43903,2.30267,1.16479,1.589,0.000841527,0.000841527,0.000841527
149,709.248,1.44147,2.54384,1.13718,1.39446,0.79504,0.55398,0.62123,0.37166,0.79324,0.52557,0.5936,0.37107,1.41997,2.31518,1.2314,1.58577,0.000839694,0.000839694,0.000839694
150,713.765,1.40321,2.45706,1.10975,1.38633,0.81454,0.55398,0.66255,0.39522,0.77276,0.57,0.64714,0.4067,1.40943,2.26579,1.09685,1.58825,0.000837861,0.000837861,0.000837861
151,718.147,1.43464,2.46238,1.13772,1.41625,0.8257,0.52557,0.62542,0.37081,0.82963,0.51705,0.59715,0.37727,1.39598,2.3608,1.1512,1.56186,0.000836027,0.000836027,0.000836027
152,722.892,1.48135,2.63009,1.11027,1.39345,0.83288,0.56818,0.65017,0.39281,0.82512,0.55682,0.63147,0.4005,1.35898,2.23269,1.15003,1.53176,0.000834194,0.000834194,0.000834194
153,727.407,1.42911,2.52172,1.10607,1.37852,0.77964,0.55398,0.63258,0.39552,0.82691,0.53125,0.62394,0.40492,1.38025,2.23242,1.17884,1.54646,0.000832361,0.000832361,0.000832361
154,731.981,1.37701,2.48299,1.07292,1.38533,0.76444,0.56239,0.63443,0.38949,0.73864,0.53693,0.60929,0.39669,1.37794,2.26027,1.10927,1.57313,0.000830528,0.000830528,0.000830528
155,736.489,1.40801,2.44172,1.07947,1.36946,0.74837,0.59943,0.67175,0.41855,0.74987,0.58807,0.63601,0.41758,1.34965,2.15391,1.09367,1.52173,0.000828695,0.000828695,0.000828695
156,741.072,1.4098,2.45912,1.09924,1.3637,0.83745,0.55966,0.64498,0.38135,0.83567,0.53456,0.60785,0.37915,1.40569,2.28085,1.13071,1.53493,0.000826862,0.000826862,0.000826862
157,745.626,1.4432,2.54643,1.10484,1.38871,0.78591,0.59443,0.65035,0.3851,0.76762,0.56534,0.62042,0.38935,1.40639,2.21958,1.11766,1.55717,0.000825029,0.000825029,0.000825029
158,750.222,1.43072,2.48555,1.08665,1.37433,0.78708,0.57759,0.65351,0.39916,0.83126,0.53409,0.62104,0.40032,1.37348,2.23822,1.08872,1.54239,0.000823195,0.000823195,0.000823195
159,755.09,1.4639,2.599,1.07217,1.37222,0.76873,0.56818,0.62292,0.37158,0.7572,0.55966,0.60897,0.38159,1.41836,2.16614,1.13072,1.5973,0.000821362,0.000821362,0.000821362
160,759.726,1.43077,2.52413,1.07015,1.34957,0.81042,0.55865,0.66199,0.41138,0.80513,0.55168,0.63178,0.41091,1.32503,2.1596,1.08701,1.48684,0.000819529,0.000819529,0.000819529
161,764.435,1.44163,2.52317,1.06835,1.35518,0.83069,0.52557,0.63299,0.38896,0.83069,0.52557,0.61655,0.3956,1.38614,2.13348,1.13587,1.52795,0.000817696,0.000817696,0.000817696
162,769.033,1.41864,2.51493,1.06953,1.36714,0.80088,0.55988,0.65833,0.39344,0.84583,0.52841,0.62081,0.39604,1.37817,2.15538,1.08226,1.52645,0.000815863,0.000815863,0.000815863
163,773.63,1.40384,2.44413,1.05028,1.35091,0.82071,0.55921,0.65946,0.39987,0.82525,0.54545,0.62831,0.40819,1.38347,2.18194,1.08861,1.51608,0.00081403,0.00081403,0.00081403
164,778.353,1.43475,2.55919,1.04173,1.34095,0.81141,0.5867,0.66815,0.41269,0.8087,0.58239,0.6461,0.41756,1.3621,2.15712,1.08782,1.51529,0.000812197,0.000812197,0.000812197
165,782.803,1.37413,2.39607,1.06848,1.35547,0.84702,0.5625,0.666,0.41592,0.83922,0.55682,0.64169,0.42094,1.35891,2.13136,1.07818,1.49334,0.000810363,0.000810363,0.000810363
166,787.195,1.38004,2.39986,1.07814,1.36558,0.84018,0.5142,0.60712,0.37078,0.84482,0.51705,0.59764,0.38924,1.49121,2.185,1.18243,1.58657,0.00080853,0.00080853,0.00080853
167,792.052,1.45427,2.53773,1.06941,1.35494,0.77235,0.5767,0.65824,0.404,0.80111,0.56072,0.63477,0.42294,1.33143,2.19005,1.14182,1.51997,0.000806697,0.000806697,0.000806697
168,796.634,1.40033,2.47076,1.06947,1.34702,0.76369,0.56923,0.63767,0.39245,0.77164,0.55398,0.62205,0.40244,1.39417,2.14898,1.13756,1.5477,0.000804864,0.000804864,0.000804864
169,801.254,1.36459,2.40853,1.02816,1.33168,0.77848,0.5483,0.62443,0.38472,0.83884,0.52557,0.61453,0.40324,1.3701,2.21548,1.11829,1.53585,0.000803031,0.000803031,0.000803031
170,805.73,1.4011,2.45758,1.05815,1.38599,0.76864,0.5663,0.62889,0.38755,0.78101,0.55114,0.61773,0.39771,1.40395,2.24679,1.13374,1.55073,0.000801198,0.000801198,0.000801198
171,810.199,1.3617,2.32282,1.02901,1.32651,0.79304,0.56818,0.65222,0.40485,0.80273,0.57102,0.64092,0.40756,1.36294,2.15981,1.11097,1.54979,0.000799365,0.000799365,0.000799365
172,814.82,1.43839,2.54213,1.0702,1.36216,0.79674,0.53125,0.62311,0.38666,0.79421,0.52841,0.6067,0.39488,1.35948,2.20117,1.14785,1.52403,0.000797531,0.000797531,0.000797531
173,819.161,1.35798,2.39527,1.03334,1.33803,0.76648,0.5688,0.63976,0.40204,0.77838,0.55966,0.62288,0.41543,1.34248,2.17275,1.07626,1.52483,0.000795698,0.000795698,0.000795698
174,823.717,1.36799,2.3745,1.04751,1.34615,0.78125,0.5483,0.63445,0.38775,0.76085,0.53326,0.61036,0.3905,1.34253,2.21759,1.10801,1.55392,0.000793865,0.000793865,0.000793865
175,828.307,1.40706,2.44191,1.06777,1.35418,0.75017,0.57102,0.64143,0.40567,0.74017,0.5625,0.61977,0.41191,1.36357,2.16924,1.07611,1.53242,0.000792032,0.000792032,0.000792032
176,832.73,1.34092,2.40101,1.02877,1.32868,0.8561,0.52557,0.63675,0.40751,0.87001,0.52273,0.61534,0.41037,1.33916,2.1952,1.10215,1.48169,0.000790199,0.000790199,0.000790199
177,837.282,1.41295,2.50479,1.05017,1.34339,0.73364,0.57102,0.66086,0.41473,0.79295,0.5483,0.63967,0.42009,1.33947,2.17907,1.03387,1.49453,0.000788366,0.000788366,0.000788366
178,841.879,1.33995,2.35697,1.02245,1.31751,0.78664,0.54545,0.62463,0.38388,0.81744,0.53428,0.6087,0.40071,1.38211,2.15666,1.14659,1.51346,0.000786532,0.000786532,0.000786532
179,846.384,1.39484,2.43643,1.05485,1.3528,0.78605,0.5625,0.66415,0.41031,0.81519,0.56391,0.64489,0.41571,1.3567,2.11366,1.06223,1.53044,0.000784699,0.000784699,0.000784699
180,850.911,1.40202,2.44414,1.04956,1.33505,0.83773,0.53125,0.65869,0.4017,0.86684,0.53409,0.6385,0.4115,1.36626,2.11931,1.08871,1.53439,0.000782866,0.000782866,0.000782866
181,855.58,1.36319,2.41508,1.02688,1.30415,0.82254,0.54545,0.65855,0.40702,0.86929,0.52902,0.633,0.4145,1.3711,2.13847,1.05467,1.51117,0.000781033,0.000781033,0.000781033
182,860.243,1.3517,2.42464,0.99345,1.30635,0.85329,0.56178,0.67001,0.41684,0.84836,0.54037,0.63709,0.42183,1.31978,2.18183,1.03902,1.50004,0.0007792,0.0007792,0.0007792
183,864.931,1.39105,2.48502,1.02549,1.31775,0.83396,0.57386,0.66992,0.40115,0.84956,0.55398,0.6476,0.41891,1.37493,2.06804,1.07407,1.53851,0.000777367,0.000777367,0.000777367
184,869.51,1.33715,2.40835,0.98318,1.26995,0.77859,0.55966,0.62944,0.39955,0.76856,0.55114,0.61139,0.40687,1.35152,2.13722,1.11594,1.50554,0.000775534,0.000775534,0.000775534
185,874.176,1.36662,2.4448,1.00603,1.30913,0.79832,0.58477,0.66263,0.41607,0.80918,0.5625,0.63669,0.41334,1.33344,2.15994,1.12177,1.4967,0.0007737,0.0007737,0.0007737
186,878.967,1.37263,2.4715,1.00879,1.31117,0.85912,0.52557,0.649,0.40053,0.89319,0.5142,0.62165,0.41242,1.35772,2.1428,1.07974,1.48786,0.000771867,0.000771867,0.000771867
187,883.373,1.31634,2.35465,0.98786,1.31132,0.79716,0.58056,0.65714,0.41435,0.80688,0.57102,0.63747,0.42523,1.32286,2.08715,1.05176,1.46536,0.000770034,0.000770034,0.000770034
188,887.99,1.31103,2.30767,0.98074,1.2891,0.80114,0.57102,0.64746,0.4098,0.80221,0.56818,0.63287,0.41632,1.35029,2.08457,1.06313,1.50557,0.000768201,0.000768201,0.000768201
189,892.444,1.3739,2.45838,1.02309,1.32209,0.73712,0.59091,0.64815,0.41902,0.8151,0.53852,0.628,0.42218,1.32215,2.10654,1.07772,1.48221,0.000766368,0.000766368,0.000766368
190,897.071,1.31178,2.29712,0.98569,1.29192,0.84028,0.55302,0.67083,0.42456,0.82708,0.54353,0.63592,0.42978,1.32058,2.06337,1.03242,1.46753,0.000764535,0.000764535,0.000764535
191,901.533,1.33717,2.29382,1.00341,1.32909,0.76304,0.59091,0.67092,0.41557,0.74055,0.57386,0.63829,0.42692,1.32505,2.0114,1.03371,1.48525,0.000762702,0.000762702,0.000762702
192,906.34,1.32204,2.35947,0.98524,1.29379,0.7605,0.57955,0.66903,0.41526,0.75569,0.56534,0.65024,0.42664,1.34508,2.10832,1.04432,1.47371,0.000760868,0.000760868,0.000760868
193,911.059,1.30227,2.28272,0.97079,1.28776,0.85177,0.53874,0.65281,0.40032,0.83793,0.52876,0.62184,0.40722,1.33697,2.15304,1.07472,1.46352,0.000759035,0.000759035,0.000759035
194,915.579,1.34373,2.34069,0.98152,1.28099,0.74957,0.5767,0.64696,0.40614,0.79388,0.53693,0.63136,0.41318,1.36123,2.1566,1.07209,1.51098,0.000757202,0.000757202,0.000757202
195,920.283,1.35566,2.41416,0.99266,1.29184,0.79245,0.56405,0.66528,0.41581,0.79824,0.55398,0.63481,0.42371,1.32812,2.12651,1.05327,1.49861,0.000755369,0.000755369,0.000755369
196,924.725,1.33479,2.34843,0.99977,1.35076,0.84967,0.54261,0.65392,0.4119,0.83851,0.53409,0.62054,0.41473,1.33243,2.08163,1.0899,1.5166,0.000753536,0.000753536,0.000753536
197,929.329,1.34436,2.40482,0.999,1.3211,0.74337,0.5767,0.64875,0.40445,0.73613,0.56269,0.62192,0.40872,1.3473,2.13243,1.10846,1.49858,0.000751703,0.000751703,0.000751703
198,933.836,1.32039,2.28047,0.97103,1.28125,0.84132,0.55114,0.65843,0.41745,0.84132,0.55114,0.64558,0.4226,1.32078,2.17998,1.06769,1.50059,0.000749869,0.000749869,0.000749869
199,938.909,1.41909,2.47867,1.02637,1.32571,0.78193,0.5625,0.6654,0.39772,0.83608,0.53693,0.63643,0.42097,1.37082,2.11247,1.13742,1.51201,0.000748036,0.000748036,0.000748036
200,943.903,1.37649,2.47454,0.99401,1.3092,0.83192,0.52841,0.63255,0.40971,0.82678,0.51705,0.59977,0.41505,1.34374,2.14811,1.11011,1.48279,0.000746203,0.000746203,0.000746203
201,948.353,1.30038,2.34341,0.97819,1.29791,0.76285,0.5767,0.65331,0.41176,0.79863,0.55682,0.63028,0.42668,1.31686,2.00688,1.08345,1.47801,0.00074437,0.00074437,0.00074437
202,953.101,1.33166,2.42101,0.9771,1.30337,0.83734,0.57034,0.67468,0.4123,0.84831,0.55607,0.64597,0.42075,1.35012,2.03288,1.06498,1.49348,0.000742537,0.000742537,0.000742537
203,957.78,1.33467,2.31227,0.97209,1.29188,0.85434,0.52273,0.65607,0.4068,0.85011,0.51705,0.62668,0.40874,1.36429,2.10919,1.10082,1.46202,0.000740704,0.000740704,0.000740704
204,962.354,1.30947,2.25669,0.97494,1.28891,0.80628,0.55572,0.66275,0.41784,0.8104,0.55856,0.63839,0.42241,1.34323,2.13138,1.0708,1.47466,0.000738871,0.000738871,0.000738871
205,966.842,1.29001,2.3461,0.95234,1.27196,0.74641,0.55966,0.65382,0.41234,0.81679,0.52557,0.62523,0.41299,1.31791,2.12113,1.08091,1.4752,0.000737037,0.000737037,0.000737037
206,971.246,1.26603,2.17534,0.9274,1.24398,0.75455,0.58523,0.65657,0.42011,0.75532,0.57386,0.63913,0.42502,1.31555,2.17964,1.07644,1.47165,0.000735204,0.000735204,0.000735204
207,975.948,1.2777,2.20579,0.95156,1.26812,0.83157,0.57508,0.66717,0.43146,0.82718,0.57111,0.65135,0.43655,1.29874,2.11087,1.01919,1.47094,0.000733371,0.000733371,0.000733371
208,980.647,1.3152,2.3075,0.95601,1.28374,0.81218,0.60197,0.67329,0.42671,0.80673,0.56922,0.64806,0.43606,1.31797,2.09825,1.03604,1.45856,0.000731538,0.000731538,0.000731538
209,985.4,1.32907,2.34269,0.95753,1.27018,0.80051,0.58138,0.67374,0.4266,0.83729,0.55551,0.64879,0.42837,1.32912,2.11956,1.04832,1.46051,0.000729705,0.000729705,0.000729705
210,990.095,1.30527,2.29669,0.94168,1.24863,0.7451,0.59943,0.6606,0.41083,0.72745,0.58523,0.62992,0.4231,1.3144,2.13897,1.07052,1.4634,0.000727872,0.000727872,0.000727872
211,994.831,1.31191,2.28338,0.95571,1.27602,0.74254,0.63636,0.68253,0.42747,0.77036,0.58239,0.64713,0.43346,1.3252,2.07423,1.05393,1.48377,0.000726038,0.000726038,0.000726038
212,999.492,1.31903,2.34405,0.9727,1.29958,0.75705,0.62852,0.67683,0.43616,0.8541,0.55398,0.64438,0.43801,1.28672,2.09827,1.04029,1.44275,0.000724205,0.000724205,0.000724205
213,1004.37,1.31947,2.35211,0.93716,1.26435,0.76582,0.63173,0.68089,0.41815,0.78481,0.58807,0.64825,0.42334,1.31872,2.06585,1.04873,1.48711,0.000722372,0.000722372,0.000722372
214,1009.25,1.31129,2.27531,0.92898,1.24793,0.78849,0.59307,0.66529,0.411,0.78052,0.58239,0.6464,0.42162,1.34624,2.05608,1.06277,1.50448,0.000720539,0.000720539,0.000720539
215,1013.76,1.33582,2.32182,0.98146,1.32426,0.84851,0.55693,0.66228,0.4218,0.83535,0.5483,0.63594,0.42767,1.31897,2.07598,1.04059,1.48688,0.000718706,0.000718706,0.000718706
216,1018.5,1.29084,2.28519,0.95716,1.2783,0.79224,0.60795,0.68413,0.44157,0.8209,0.57386,0.65601,0.45039,1.28995,1.99917,1.01967,1.43815,0.000716873,0.000716873,0.000716873
217,1022.96,1.23333,2.22681,0.93848,1.26866,0.82222,0.59943,0.67764,0.43114,0.81164,0.58807,0.64295,0.43494,1.3164,2.03091,1.00783,1.46739,0.00071504,0.00071504,0.00071504
218,1027.36,1.214,2.08898,0.90559,1.25971,0.85517,0.53679,0.66806,0.43323,0.86119,0.53409,0.64768,0.43371,1.32359,2.10635,1.03368,1.48571,0.000713206,0.000713206,0.000713206
219,1031.77,1.24005,2.16839,0.9192,1.26775,0.87139,0.53894,0.66246,0.42103,0.8754,0.53693,0.64172,0.41799,1.31093,2.11853,1.05718,1.45408,0.000711373,0.000711373,0.000711373
220,1036.64,1.28248,2.27372,0.91379,1.24344,0.84735,0.55966,0.66693,0.43381,0.84584,0.55114,0.64061,0.44329,1.33849,2.06467,1.06673,1.45492,0.00070954,0.00070954,0.00070954
221,1041.02,1.30629,2.30993,0.92103,1.2575,0.87636,0.56381,0.68759,0.4448,0.85191,0.55682,0.65622,0.44007,1.28451,2.11934,0.98929,1.45116,0.000707707,0.000707707,0.000707707
222,1045.74,1.31369,2.29683,0.92915,1.24715,0.86375,0.57631,0.67906,0.43416,0.85519,0.57043,0.66178,0.4433,1.28761,2.10601,1.019,1.45417,0.000705874,0.000705874,0.000705874
223,1050.02,1.25555,2.27984,0.94012,1.27129,0.85091,0.58239,0.68915,0.4484,0.83062,0.58523,0.67034,0.45562,1.27146,2.02295,1.00165,1.43305,0.000704041,0.000704041,0.000704041
224,1054.55,1.25334,2.20001,0.91431,1.24438,0.83508,0.5625,0.66443,0.42241,0.85134,0.55398,0.63882,0.42261,1.32176,2.09484,1.07289,1.49061,0.000702208,0.000702208,0.000702208
225,1059.12,1.20646,2.11734,0.91213,1.24658,0.85967,0.55682,0.67301,0.42034,0.84497,0.55743,0.64039,0.42389,1.30587,2.05416,1.0784,1.46941,0.000700374,0.000700374,0.000700374
226,1063.92,1.25311,2.2434,0.89109,1.22329,0.81348,0.59091,0.67524,0.43516,0.80157,0.57381,0.63567,0.43285,1.26525,2.12204,1.03093,1.4525,0.000698541,0.000698541,0.000698541
227,1068.41,1.25149,2.23081,0.9115,1.25236,0.82074,0.54629,0.64075,0.41566,0.84085,0.54545,0.6149,0.41852,1.31551,2.10999,1.11237,1.43934,0.000696708,0.000696708,0.000696708
228,1072.98,1.24698,2.2305,0.89887,1.23194,0.81818,0.53691,0.64985,0.41763,0.82131,0.53977,0.62265,0.43044,1.28114,2.07786,1.06261,1.43655,0.000694875,0.000694875,0.000694875
229,1077.73,1.28414,2.25742,0.90161,1.24254,0.80294,0.55682,0.64706,0.40941,0.80777,0.55966,0.63074,0.41681,1.31535,2.11323,1.09671,1.46635,0.000693042,0.000693042,0.000693042
230,1082.31,1.21854,2.13011,0.90316,1.23329,0.74993,0.60227,0.67598,0.43003,0.82764,0.55932,0.65132,0.43572,1.30153,2.0372,1.02344,1.44571,0.000691209,0.000691209,0.000691209
231,1087,1.2312,2.19103,0.89414,1.23371,0.72882,0.61648,0.67024,0.42708,0.79246,0.57955,0.64501,0.42965,1.27563,2.11521,1.03718,1.44239,0.000689376,0.000689376,0.000689376
232,1091.56,1.25676,2.19512,0.90438,1.24659,0.77891,0.57051,0.64618,0.41644,0.7739,0.56399,0.61782,0.42169,1.30831,2.1108,1.09138,1.41998,0.000687542,0.000687542,0.000687542
233,1096.31,1.26418,2.25087,0.90391,1.26177,0.79553,0.57477,0.67242,0.44563,0.83354,0.55398,0.65098,0.44785,1.26045,2.08412,1.01437,1.4207,0.000685709,0.000685709,0.000685709
234,1100.64,1.24998,2.22028,0.92321,1.27192,0.84498,0.52557,0.64751,0.40391,0.91012,0.5142,0.62916,0.42189,1.38755,2.0509,1.09674,1.49036,0.000683876,0.000683876,0.000683876
235,1105.32,1.22043,2.17758,0.8771,1.21767,0.76043,0.6132,0.68339,0.43831,0.76457,0.60227,0.65853,0.4476,1.28164,2.00735,1.00084,1.43157,0.000682043,0.000682043,0.000682043
236,1110.08,1.26443,2.25462,0.90713,1.22735,0.7797,0.58318,0.67698,0.42937,0.81043,0.56818,0.64946,0.43871,1.28806,2.04428,1.01374,1.45264,0.00068021,0.00068021,0.00068021
237,1114.61,1.24802,2.2291,0.89887,1.23922,0.74832,0.59973,0.67426,0.42242,0.76106,0.59659,0.64944,0.43009,1.30546,2.06989,1.03364,1.47214,0.000678377,0.000678377,0.000678377
238,1119.07,1.21111,2.14799,0.88246,1.22074,0.79846,0.59651,0.69034,0.43685,0.81273,0.57947,0.66664,0.44012,1.30038,2.05438,0.97422,1.45605,0.000676543,0.000676543,0.000676543
239,1123.65,1.23297,2.23635,0.87491,1.20779,0.81196,0.5625,0.65788,0.42352,0.817,0.55682,0.63298,0.42724,1.29361,2.1221,1.0548,1.42756,0.00067471,0.00067471,0.00067471
240,1128.15,1.23039,2.20255,0.8841,1.21254,0.7451,0.56534,0.64901,0.41799,0.80573,0.54261,0.64474,0.43524,1.31371,2.1461,1.06391,1.46668,0.000672877,0.000672877,0.000672877
241,1132.68,1.22693,2.19536,0.88212,1.22129,0.86526,0.52906,0.66734,0.42916,0.87655,0.52446,0.63751,0.43549,1.29015,2.09821,1.04218,1.43475,0.000671044,0.000671044,0.000671044
242,1137.33,1.23952,2.25623,0.90298,1.23916,0.80677,0.59375,0.68009,0.42755,0.80641,0.57955,0.65335,0.43515,1.31523,2.06175,1.0181,1.44483,0.000669211,0.000669211,0.000669211
243,1141.81,1.23066,2.19292,0.88678,1.22947,0.80311,0.59375,0.68984,0.44338,0.81954,0.5935,0.67707,0.45169,1.24852,2.00641,0.96176,1.42069,0.000667378,0.000667378,0.000667378
244,1146.46,1.22653,2.19925,0.87715,1.21851,0.77836,0.6108,0.7044,0.45074,0.90566,0.54544,0.68144,0.46083,1.2702,1.98751,0.9738,1.41054,0.000665545,0.000665545,0.000665545
245,1150.77,1.17062,1.99933,0.8736,1.21558,0.83756,0.57126,0.67431,0.44015,0.85663,0.55682,0.65581,0.4463,1.27696,2.06585,1.02202,1.4171,0.000663711,0.000663711,0.000663711
246,1155.1,1.20959,2.14057,0.88536,1.23269,0.74094,0.59659,0.65888,0.43544,0.79834,0.55682,0.64437,0.43896,1.25835,2.09326,1.0609,1.39292,0.000661878,0.000661878,0.000661878
247,1159.53,1.23531,2.13897,0.89242,1.22173,0.83632,0.5661,0.67267,0.43746,0.84414,0.55682,0.65848,0.44776,1.27227,2.08382,1.03346,1.41392,0.000660045,0.000660045,0.000660045
248,1164.12,1.22239,2.11243,0.87757,1.22279,0.79966,0.59375,0.68187,0.44587,0.79382,0.57972,0.65646,0.45227,1.2637,2.07695,1.01651,1.3907,0.000658212,0.000658212,0.000658212
249,1168.62,1.19862,2.08525,0.87814,1.1983,0.78551,0.6108,0.6939,0.44911,0.81591,0.5792,0.66796,0.46492,1.28115,2.02136,0.97317,1.40674,0.000656379,0.000656379,0.000656379
250,1173.11,1.19691,2.10628,0.87193,1.21755,0.86345,0.57484,0.68644,0.44703,0.86334,0.57432,0.65267,0.45857,1.25857,1.98821,1.00982,1.41355,0.000654546,0.000654546,0.000654546
251,1177.77,1.28401,2.23135,0.912,1.22578,0.8238,0.5844,0.69836,0.44077,0.82964,0.58523,0.66689,0.44939,1.29085,2.01867,0.95839,1.44651,0.000652712,0.000652712,0.000652712
252,1182.33,1.22377,2.11382,0.90345,1.22306,0.81304,0.60537,0.68639,0.42973,0.81855,0.59091,0.65509,0.4412,1.29912,2.12497,1.02914,1.42593,0.000650879,0.000650879,0.000650879
253,1187.11,1.20239,2.11285,0.85385,1.19687,0.78783,0.59091,0.68933,0.43701,0.78841,0.58523,0.65987,0.44878,1.27531,2.01323,0.96331,1.42306,0.000649046,0.000649046,0.000649046
254,1191.55,1.20589,2.12988,0.8526,1.20044,0.74163,0.59529,0.67223,0.42678,0.80466,0.55398,0.64076,0.43536,1.27971,2.16354,1.02459,1.44801,0.000647213,0.000647213,0.000647213
255,1196.06,1.18962,2.1284,0.85022,1.20937,0.78397,0.61648,0.67078,0.42591,0.76888,0.59091,0.64113,0.43725,1.29382,2.17254,1.04803,1.44643,0.00064538,0.00064538,0.00064538
256,1200.64,1.20945,2.15845,0.85917,1.19936,0.77891,0.60511,0.67588,0.43239,0.81222,0.56818,0.64354,0.43686,1.31369,2.03022,1.01282,1.43008,0.000643547,0.000643547,0.000643547
257,1205.11,1.18837,2.13766,0.87083,1.21745,0.85531,0.5767,0.69753,0.45239,0.85813,0.57102,0.6678,0.4457,1.23253,2.10382,0.95733,1.40203,0.000641714,0.000641714,0.000641714
258,1209.65,1.22265,2.14594,0.8609,1.21688,0.77745,0.59091,0.67476,0.43475,0.88583,0.52901,0.65138,0.43646,1.24959,2.07865,1.02551,1.40276,0.00063988,0.00063988,0.00063988
259,1214.3,1.18295,2.12008,0.85614,1.1951,0.78176,0.58005,0.67882,0.43745,0.77793,0.57721,0.65319,0.44539,1.27861,2.0876,1.01956,1.41184,0.000638047,0.000638047,0.000638047
260,1218.78,1.21583,2.14003,0.86775,1.22525,0.783,0.59454,0.69316,0.44013,0.73798,0.625,0.67044,0.44927,1.26314,2.01799,0.97644,1.42496,0.000636214,0.000636214,0.000636214
261,1223.43,1.22697,2.21746,0.85382,1.21178,0.83137,0.59375,0.69887,0.45042,0.83565,0.59659,0.67695,0.45759,1.25626,2.07648,0.97136,1.41234,0.000634381,0.000634381,0.000634381
262,1228.16,1.22017,2.1669,0.84435,1.18861,0.82433,0.59659,0.70197,0.45225,0.82433,0.59659,0.68143,0.45328,1.24579,2.07864,0.94259,1.41181,0.000632548,0.000632548,0.000632548
