epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,547.435,1.59183,2.80066,1.25947,1.46739,0.79637,0.49716,0.56797,0.33244,0.79699,0.49716,0.57047,0.33909,1.51735,2.46551,1.3259,1.6258,0.000985613,0.000985613,0.000985613
116,552.035,1.58246,2.82305,1.28371,1.50245,0.75325,0.53125,0.60354,0.35421,0.7484,0.52841,0.59088,0.36651,1.46069,2.35754,1.26767,1.58817,0.000984513,0.000984513,0.000984513
117,556.628,1.56187,2.76343,1.29789,1.51357,0.76044,0.52304,0.60036,0.33929,0.76098,0.52273,0.58709,0.35083,1.48475,2.39822,1.31415,1.57859,0.000983413,0.000983413,0.000983413
118,561.059,1.58411,2.76215,1.30891,1.5087,0.68561,0.53693,0.56672,0.33828,0.68479,0.54313,0.56529,0.36289,1.46938,2.34785,1.32033,1.58726,0.000982313,0.000982313,0.000982313
119,565.518,1.55375,2.66723,1.24365,1.45018,0.73986,0.51709,0.57912,0.33106,0.73664,0.5,0.56711,0.34684,1.53051,2.47364,1.34371,1.63696,0.000981213,0.000981213,0.000981213
120,570.211,1.60027,2.83554,1.25286,1.48365,0.75971,0.51196,0.5821,0.33957,0.75713,0.51366,0.56617,0.34954,1.45807,2.43031,1.34945,1.62096,0.000980113,0.000980113,0.000980113
121,574.721,1.58756,2.74266,1.28448,1.50771,0.75335,0.4858,0.54064,0.30465,0.7447,0.4858,0.53451,0.31639,1.5177,2.48894,1.36674,1.65192,0.000979013,0.000979013,0.000979013
122,579.237,1.58983,2.75162,1.24715,1.4901,0.75302,0.5483,0.59509,0.34717,0.74762,0.54545,0.59612,0.36417,1.52132,2.35269,1.24767,1.62465,0.000977913,0.000977913,0.000977913
123,584.02,1.56378,2.75511,1.21241,1.4283,0.76181,0.53409,0.58214,0.32966,0.75651,0.50568,0.56366,0.33998,1.52823,2.38593,1.31697,1.6348,0.000976813,0.000976813,0.000976813
124,588.483,1.53519,2.64311,1.24066,1.46184,0.78185,0.52273,0.5958,0.35529,0.82948,0.49432,0.57887,0.35734,1.44641,2.37966,1.2862,1.59027,0.000975714,0.000975714,0.000975714
125,593.039,1.52872,2.67257,1.20276,1.41181,0.69389,0.57386,0.61929,0.36891,0.704,0.56818,0.60157,0.37408,1.45326,2.32501,1.23415,1.5938,0.000974614,0.000974614,0.000974614
126,597.58,1.55071,2.72524,1.20023,1.43918,0.7494,0.53409,0.63032,0.37605,0.82621,0.49716,0.60221,0.3694,1.44182,2.29812,1.18669,1.55865,0.000973514,0.000973514,0.000973514
127,602.164,1.61628,2.74715,1.24725,1.47421,0.83422,0.50034,0.60096,0.34861,0.8363,0.5,0.59598,0.36344,1.5269,2.31702,1.24012,1.61095,0.000972414,0.000972414,0.000972414
128,606.525,1.53672,2.65788,1.2458,1.4806,0.79545,0.51136,0.60282,0.35227,0.80662,0.51705,0.59458,0.35772,1.46303,2.37866,1.26111,1.59024,0.000971314,0.000971314,0.000971314
129,611.406,1.55687,2.69384,1.20829,1.42579,0.73645,0.54261,0.60398,0.3522,0.74049,0.54313,0.60391,0.36057,1.45589,2.33206,1.22018,1.57687,0.000970214,0.000970214,0.000970214
130,615.826,1.51707,2.63494,1.21175,1.44763,0.75879,0.55966,0.60832,0.36278,0.76051,0.55966,0.59256,0.37423,1.41442,2.32546,1.2742,1.54338,0.000969114,0.000969114,0.000969114
131,620.266,1.49272,2.6449,1.20145,1.42492,0.77522,0.53693,0.60078,0.35477,0.77112,0.53409,0.5944,0.36589,1.41184,2.28855,1.30628,1.53428,0.000968014,0.000968014,0.000968014
132,624.785,1.54427,2.6362,1.21713,1.45066,0.80172,0.53988,0.6407,0.37087,0.80594,0.54272,0.62531,0.38234,1.44888,2.2761,1.21536,1.54588,0.000966914,0.000966914,0.000966914
133,629.436,1.50302,2.69651,1.15993,1.39325,0.75136,0.57955,0.63256,0.35392,0.74424,0.56213,0.60916,0.3699,1.50452,2.32016,1.23838,1.56415,0.000965815,0.000965815,0.000965815
134,634.14,1.52395,2.6742,1.16913,1.40714,0.73903,0.5712,0.62674,0.35906,0.74255,0.57359,0.61034,0.37939,1.5013,2.30377,1.2188,1.57431,0.000964715,0.000964715,0.000964715
135,638.714,1.50028,2.61246,1.20334,1.43703,0.75687,0.57955,0.63235,0.3762,0.76502,0.55682,0.61313,0.39255,1.43488,2.24627,1.20648,1.55943,0.000963615,0.000963615,0.000963615
136,643.531,1.51634,2.63668,1.17969,1.42616,0.78601,0.5426,0.61808,0.36809,0.78973,0.52284,0.59754,0.37647,1.4852,2.30985,1.20282,1.59656,0.000962515,0.000962515,0.000962515
137,648.022,1.4705,2.57425,1.15295,1.4168,0.77741,0.56557,0.64307,0.38477,0.79194,0.54068,0.62251,0.38821,1.42564,2.2901,1.12905,1.5704,0.000961415,0.000961415,0.000961415
138,652.483,1.4862,2.63311,1.1628,1.42304,0.76024,0.55966,0.62763,0.36338,0.74862,0.54261,0.60563,0.37396,1.45121,2.29506,1.19694,1.55859,0.000960315,0.000960315,0.000960315
139,657.234,1.49656,2.62583,1.17431,1.39984,0.7963,0.51989,0.61784,0.36983,0.81776,0.50852,0.60161,0.38076,1.45939,2.31183,1.19644,1.55161,0.000959215,0.000959215,0.000959215
140,662.076,1.5235,2.68359,1.14223,1.39386,0.78017,0.53435,0.6146,0.3721,0.81577,0.52557,0.60454,0.38239,1.41435,2.41584,1.17861,1.54083,0.000958115,0.000958115,0.000958115
141,666.746,1.49345,2.58917,1.15652,1.40333,0.75826,0.54261,0.60828,0.35694,0.78102,0.5269,0.5914,0.37554,1.45454,2.32072,1.22604,1.55598,0.000957015,0.000957015,0.000957015
142,671.439,1.51195,2.72051,1.15833,1.40099,0.78068,0.5483,0.64078,0.38331,0.77596,0.54118,0.62299,0.38448,1.40315,2.2128,1.13727,1.51201,0.000955916,0.000955916,0.000955916
143,676.049,1.54344,2.698,1.14501,1.39802,0.7859,0.57102,0.63961,0.37511,0.76635,0.55682,0.61561,0.377,1.45491,2.23773,1.14899,1.55352,0.000954816,0.000954816,0.000954816
144,680.502,1.48018,2.54933,1.15228,1.40955,0.78525,0.53693,0.6301,0.36969,0.78487,0.52841,0.60452,0.37112,1.42689,2.29198,1.19848,1.51564,0.000953716,0.000953716,0.000953716
145,685.286,1.51732,2.64404,1.13285,1.37544,0.77819,0.55682,0.64008,0.35904,0.79295,0.53977,0.61479,0.37687,1.52133,2.31696,1.16117,1.56677,0.000952616,0.000952616,0.000952616
146,689.878,1.47781,2.51909,1.14302,1.38805,0.73251,0.57569,0.63027,0.37351,0.74404,0.5698,0.61789,0.38021,1.41162,2.14144,1.17601,1.53147,0.000951516,0.000951516,0.000951516
147,694.194,1.45016,2.52237,1.12925,1.39841,0.75842,0.55114,0.64538,0.38906,0.74767,0.54545,0.6236,0.39036,1.41325,2.21879,1.13026,1.50327,0.000950416,0.000950416,0.000950416
148,698.888,1.43573,2.56037,1.13609,1.38952,0.78441,0.56534,0.64836,0.39492,0.81455,0.55114,0.62441,0.40593,1.41653,2.21679,1.11633,1.51254,0.000949316,0.000949316,0.000949316
149,703.462,1.43828,2.5107,1.13578,1.37135,0.73692,0.58093,0.65181,0.39304,0.82711,0.55114,0.6267,0.39886,1.43606,2.25565,1.16755,1.53019,0.000948216,0.000948216,0.000948216
150,707.983,1.39978,2.41933,1.10459,1.35771,0.67615,0.61688,0.63419,0.37704,0.68252,0.60511,0.62993,0.39633,1.40636,2.2407,1.1493,1.53301,0.000947116,0.000947116,0.000947116
151,712.325,1.43356,2.45809,1.16422,1.39399,0.78236,0.55398,0.64387,0.3749,0.79059,0.547,0.6166,0.39508,1.42043,2.24795,1.18135,1.53243,0.000946016,0.000946016,0.000946016
152,717.09,1.46692,2.62858,1.12791,1.36544,0.77165,0.58239,0.65261,0.38653,0.77816,0.5625,0.62866,0.39232,1.41101,2.20608,1.21076,1.50292,0.000944917,0.000944917,0.000944917
153,721.609,1.42763,2.51341,1.12214,1.35517,0.77695,0.58384,0.64839,0.38335,0.75034,0.56352,0.61368,0.38642,1.41173,2.18647,1.13951,1.51513,0.000943817,0.000943817,0.000943817
154,726.187,1.38967,2.51735,1.10689,1.37472,0.78841,0.52273,0.6044,0.35801,0.79605,0.5142,0.59184,0.36888,1.45712,2.23951,1.21214,1.55081,0.000942717,0.000942717,0.000942717
155,730.701,1.4231,2.45418,1.09415,1.36223,0.79369,0.5625,0.67116,0.40831,0.78006,0.55398,0.63914,0.40979,1.37262,2.27643,1.1023,1.49309,0.000941617,0.000941617,0.000941617
156,735.287,1.43373,2.46143,1.11974,1.35635,0.6915,0.59221,0.65241,0.39285,0.73564,0.54545,0.62972,0.39173,1.39939,2.18153,1.14067,1.49259,0.000940517,0.000940517,0.000940517
157,739.836,1.46178,2.56242,1.13307,1.37473,0.7413,0.59375,0.66182,0.38797,0.80667,0.54545,0.62634,0.4037,1.46319,2.19367,1.11987,1.50521,0.000939417,0.000939417,0.000939417
158,744.43,1.44888,2.48774,1.10117,1.36092,0.76827,0.59338,0.65149,0.37965,0.77925,0.57163,0.62754,0.39246,1.45584,2.32262,1.10953,1.523,0.000938317,0.000938317,0.000938317
159,749.308,1.47745,2.58664,1.09859,1.36121,0.80556,0.51705,0.61424,0.3603,0.79464,0.52767,0.60087,0.3829,1.44212,2.27016,1.16405,1.52628,0.000937217,0.000937217,0.000937217
160,753.936,1.4549,2.52143,1.08324,1.35261,0.75601,0.58979,0.64008,0.37627,0.7861,0.55682,0.61951,0.39638,1.47525,2.1932,1.15451,1.54192,0.000936117,0.000936117,0.000936117
161,758.629,1.45973,2.51385,1.08899,1.34624,0.82142,0.52841,0.63377,0.38117,0.80871,0.51989,0.60478,0.38344,1.43185,2.17472,1.13515,1.5312,0.000935018,0.000935018,0.000935018
162,763.201,1.40963,2.52277,1.0705,1.34292,0.76584,0.5625,0.64213,0.38138,0.79381,0.5625,0.63036,0.40423,1.42661,2.15923,1.13936,1.5229,0.000933918,0.000933918,0.000933918
163,767.783,1.42014,2.47043,1.07752,1.33778,0.77901,0.58085,0.64841,0.38498,0.77512,0.5767,0.62667,0.4033,1.3869,2.25149,1.12573,1.48574,0.000932818,0.000932818,0.000932818
164,772.478,1.45025,2.56487,1.0728,1.32911,0.80125,0.53977,0.63625,0.39005,0.79703,0.53693,0.62808,0.40431,1.3842,2.17286,1.17096,1.50122,0.000931718,0.000931718,0.000931718
165,776.934,1.39126,2.40189,1.08897,1.34513,0.73506,0.61479,0.66588,0.40902,0.73587,0.60511,0.6417,0.41419,1.36575,2.14498,1.09476,1.47835,0.000930618,0.000930618,0.000930618
166,781.319,1.38395,2.41729,1.08514,1.34702,0.82001,0.53065,0.65039,0.40047,0.82853,0.52557,0.62309,0.4064,1.36808,2.1905,1.11743,1.46434,0.000929518,0.000929518,0.000929518
167,786.188,1.46098,2.53907,1.09004,1.34193,0.74443,0.5627,0.65129,0.39229,0.75136,0.57518,0.63576,0.4081,1.38392,2.15263,1.1147,1.48771,0.000928418,0.000928418,0.000928418
168,790.768,1.40552,2.50051,1.08476,1.32967,0.79919,0.58523,0.65553,0.39144,0.80364,0.5625,0.63929,0.39634,1.38978,2.19496,1.12628,1.48102,0.000927318,0.000927318,0.000927318
169,795.384,1.37382,2.44194,1.04195,1.31122,0.77243,0.5767,0.63788,0.3775,0.77203,0.5483,0.61592,0.39016,1.44629,2.30802,1.11984,1.51842,0.000926218,0.000926218,0.000926218
170,799.872,1.41146,2.48618,1.08898,1.36778,0.80491,0.53693,0.65665,0.40066,0.81605,0.53693,0.62542,0.40605,1.36956,2.19831,1.07216,1.49097,0.000925119,0.000925119,0.000925119
171,804.337,1.39079,2.36728,1.06422,1.33016,0.78185,0.56,0.64982,0.38964,0.78978,0.56568,0.63596,0.40701,1.39041,2.14425,1.12332,1.50067,0.000924019,0.000924019,0.000924019
172,808.968,1.43474,2.56727,1.06283,1.34344,0.79164,0.57205,0.65285,0.40221,0.79557,0.57489,0.6461,0.4223,1.34491,2.13405,1.13379,1.46172,0.000922919,0.000922919,0.000922919
173,813.342,1.37069,2.4088,1.04333,1.32212,0.75381,0.5741,0.65378,0.40971,0.75128,0.57102,0.63368,0.42231,1.32349,2.16455,1.11044,1.44167,0.000921819,0.000921819,0.000921819
174,817.948,1.36336,2.37052,1.05353,1.31721,0.81695,0.55787,0.65782,0.40573,0.81378,0.55398,0.63353,0.41675,1.36206,2.12346,1.0698,1.47117,0.000920719,0.000920719,0.000920719
175,822.534,1.40755,2.42241,1.0724,1.33176,0.77606,0.58085,0.66318,0.39811,0.78872,0.56818,0.63771,0.41337,1.38872,2.12373,1.06501,1.47052,0.000919619,0.000919619,0.000919619
176,826.958,1.34493,2.39769,1.02752,1.30831,0.74386,0.58523,0.65482,0.4065,0.74723,0.58788,0.63231,0.41493,1.32225,2.15975,1.09965,1.42446,0.000918519,0.000918519,0.000918519
177,831.512,1.41437,2.48009,1.05315,1.32195,0.75514,0.58523,0.66696,0.40966,0.74768,0.57386,0.63796,0.41611,1.3587,2.18358,1.09211,1.44323,0.000917419,0.000917419,0.000917419
178,836.125,1.34488,2.34989,1.04168,1.30252,0.73302,0.6084,0.65985,0.41783,0.78023,0.5625,0.64754,0.42603,1.36024,2.11929,1.08947,1.45002,0.000916319,0.000916319,0.000916319
179,840.667,1.388,2.4171,1.05721,1.32477,0.81995,0.56818,0.66551,0.42112,0.82821,0.55966,0.63342,0.42521,1.3266,2.11155,1.06534,1.44333,0.00091522,0.00091522,0.00091522
180,845.22,1.39564,2.43663,1.06495,1.31325,0.74517,0.61648,0.66153,0.4143,0.78801,0.59139,0.64841,0.43172,1.33326,2.09016,1.09285,1.44882,0.00091412,0.00091412,0.00091412
181,849.825,1.36985,2.41086,1.04388,1.29173,0.85031,0.5625,0.66261,0.41054,0.86309,0.55398,0.6456,0.42612,1.34391,2.17756,1.07303,1.44469,0.00091302,0.00091302,0.00091302
182,854.495,1.34715,2.4102,1.00335,1.28902,0.76963,0.59375,0.66779,0.41332,0.86481,0.5483,0.64223,0.42531,1.31793,2.246,1.07832,1.4422,0.00091192,0.00091192,0.00091192
183,859.233,1.39538,2.47062,1.04918,1.30212,0.78251,0.5724,0.65839,0.40222,0.76959,0.55985,0.64118,0.40972,1.34785,2.18173,1.07931,1.45105,0.00091082,0.00091082,0.00091082
184,863.81,1.35245,2.40777,0.99648,1.26375,0.69621,0.61853,0.66224,0.39898,0.74231,0.56466,0.63603,0.40122,1.37244,2.10174,1.06896,1.4698,0.00090972,0.00090972,0.00090972
185,868.485,1.36162,2.40767,1.01081,1.28934,0.76831,0.61932,0.67298,0.40476,0.76831,0.61932,0.6572,0.41123,1.35123,2.07987,1.15709,1.45137,0.00090862,0.00090862,0.00090862
186,873.273,1.37208,2.43174,1.02691,1.28729,0.78068,0.5767,0.66065,0.40287,0.79334,0.5562,0.64383,0.41679,1.3419,2.12636,1.03427,1.45307,0.00090752,0.00090752,0.00090752
187,877.668,1.33042,2.3242,1.00044,1.29386,0.72,0.5625,0.62151,0.38841,0.75955,0.5625,0.61516,0.40864,1.35049,2.10482,1.09433,1.44327,0.00090642,0.00090642,0.00090642
188,882.253,1.31625,2.3102,0.99421,1.27856,0.76019,0.59375,0.64782,0.41218,0.76383,0.59659,0.6397,0.42075,1.32058,2.09081,1.0862,1.44407,0.000905321,0.000905321,0.000905321
189,886.727,1.39006,2.45387,1.04513,1.30513,0.76197,0.58807,0.66719,0.42483,0.74395,0.58605,0.64872,0.43349,1.30543,2.05894,1.01897,1.42934,0.000904221,0.000904221,0.000904221
190,891.369,1.32117,2.28949,1.00775,1.27928,0.7283,0.63205,0.68266,0.42728,0.76179,0.5767,0.64711,0.42593,1.31978,2.14418,1.06883,1.43798,0.000903121,0.000903121,0.000903121
191,895.794,1.32204,2.28889,1.02626,1.3001,0.75033,0.59943,0.66892,0.42938,0.75961,0.58523,0.64964,0.43214,1.30389,2.10556,1.04596,1.42275,0.000902021,0.000902021,0.000902021
192,900.633,1.32001,2.33898,0.99017,1.26976,0.78081,0.60227,0.67959,0.43239,0.79715,0.5767,0.65886,0.43508,1.28373,2.08892,1.03689,1.42763,0.000900921,0.000900921,0.000900921
193,905.409,1.2885,2.29497,0.95846,1.26263,0.74512,0.59799,0.67836,0.42712,0.84825,0.54261,0.65977,0.43162,1.31052,2.08089,1.0299,1.44277,0.000899821,0.000899821,0.000899821
194,909.939,1.32863,2.32195,0.97552,1.25224,0.78729,0.60988,0.67802,0.42225,0.77954,0.60274,0.65842,0.42881,1.34198,2.12983,0.99388,1.42678,0.000898721,0.000898721,0.000898721
195,914.665,1.34251,2.39302,0.97794,1.26934,0.8076,0.58432,0.68014,0.434,0.80368,0.58148,0.65655,0.43754,1.29497,2.08939,1.03194,1.4107,0.000897621,0.000897621,0.000897621
196,919.114,1.33832,2.34898,1.01953,1.32351,0.76595,0.59659,0.67689,0.42526,0.78374,0.57102,0.63988,0.4245,1.30016,2.10266,0.98959,1.42635,0.000896521,0.000896521,0.000896521
197,923.688,1.37221,2.39843,1.01924,1.30924,0.80803,0.57398,0.6782,0.41565,0.77603,0.5767,0.65729,0.4348,1.36008,2.11932,1.07591,1.44709,0.000895422,0.000895422,0.000895422
198,928.188,1.35638,2.27889,0.99459,1.27715,0.82448,0.58807,0.6955,0.4225,0.83312,0.56732,0.66185,0.43237,1.30704,2.03176,1.01197,1.42618,0.000894322,0.000894322,0.000894322
199,933.224,1.41688,2.5025,1.04032,1.30542,0.77381,0.61231,0.6804,0.41917,0.77315,0.59375,0.6528,0.4267,1.34402,2.07269,1.02131,1.42892,0.000893222,0.000893222,0.000893222
200,938.097,1.3781,2.49075,1.01231,1.29331,0.80679,0.56534,0.66278,0.40885,0.80274,0.5625,0.63192,0.41963,1.34453,2.15746,1.06167,1.43824,0.000892122,0.000892122,0.000892122
201,942.566,1.318,2.3499,1.00306,1.28194,0.81838,0.58886,0.66341,0.41153,0.80809,0.57955,0.64152,0.41117,1.32031,2.12448,1.07999,1.42338,0.000891022,0.000891022,0.000891022
202,947.282,1.35033,2.42538,0.98873,1.2902,0.75652,0.61789,0.67092,0.421,0.74979,0.57889,0.62944,0.41505,1.34925,2.06664,1.04906,1.44622,0.000889922,0.000889922,0.000889922
203,951.976,1.33913,2.34051,0.98885,1.27902,0.76892,0.57664,0.66504,0.41662,0.74936,0.5606,0.64321,0.41365,1.32518,2.07391,1.05985,1.42618,0.000888822,0.000888822,0.000888822
204,956.556,1.29536,2.24798,0.97545,1.26073,0.80885,0.58523,0.67262,0.41635,0.801,0.57955,0.64629,0.42552,1.287,2.06399,1.07922,1.38511,0.000887722,0.000887722,0.000887722
205,961.05,1.28907,2.32481,0.96111,1.25836,0.76584,0.60396,0.67849,0.41882,0.83732,0.5625,0.65257,0.42825,1.29828,2.06293,0.98804,1.40545,0.000886622,0.000886622,0.000886622
206,965.466,1.26497,2.19348,0.93758,1.22555,0.78975,0.58807,0.67197,0.42167,0.78179,0.58016,0.64905,0.42611,1.2869,2.05753,0.99932,1.40813,0.000885523,0.000885523,0.000885523
207,970.205,1.28354,2.19894,0.9593,1.24535,0.83354,0.56905,0.68538,0.42373,0.8329,0.55966,0.65994,0.42963,1.29545,2.08262,1.00308,1.42767,0.000884423,0.000884423,0.000884423
208,974.875,1.33069,2.31086,0.98118,1.2704,0.74226,0.6108,0.6815,0.41863,0.77801,0.56534,0.64069,0.42501,1.30255,2.06215,1.05417,1.41925,0.000883323,0.000883323,0.000883323
209,979.637,1.32313,2.34191,0.95542,1.25069,0.73053,0.60795,0.66314,0.40429,0.76702,0.57054,0.63138,0.41071,1.32554,2.11231,1.16331,1.44398,0.000882223,0.000882223,0.000882223
210,984.336,1.29382,2.30767,0.94582,1.23005,0.82498,0.58919,0.68102,0.41685,0.82591,0.56534,0.65286,0.41961,1.32843,2.10796,1.06366,1.43564,0.000881123,0.000881123,0.000881123
211,989.072,1.29237,2.27764,0.95173,1.24596,0.76286,0.61364,0.68025,0.43112,0.81125,0.57388,0.65872,0.42839,1.28197,2.08135,0.99544,1.41348,0.000880023,0.000880023,0.000880023
212,993.721,1.31851,2.37309,0.97241,1.26516,0.79804,0.55114,0.64635,0.41433,0.80786,0.55398,0.63571,0.42004,1.33989,2.11037,1.0359,1.43599,0.000878923,0.000878923,0.000878923
213,998.588,1.33652,2.34697,0.95634,1.24433,0.77748,0.60551,0.69249,0.42668,0.7929,0.59375,0.67817,0.43187,1.28089,2.05471,1.03848,1.3996,0.000877823,0.000877823,0.000877823
214,1003.49,1.29756,2.27768,0.93238,1.22149,0.84965,0.54587,0.66851,0.40835,0.88147,0.52841,0.64474,0.41202,1.32633,2.15424,1.0266,1.45081,0.000876723,0.000876723,0.000876723
215,1007.99,1.34031,2.33648,0.99307,1.2874,0.77087,0.59375,0.65832,0.41926,0.79329,0.58523,0.6453,0.42865,1.33786,2.03155,1.01521,1.41865,0.000875624,0.000875624,0.000875624
216,1012.73,1.29871,2.30868,0.96378,1.26216,0.80623,0.55555,0.65624,0.41831,0.76854,0.56534,0.64116,0.42248,1.30022,2.1113,1.07278,1.4084,0.000874524,0.000874524,0.000874524
217,1017.16,1.24163,2.24095,0.94799,1.24471,0.77891,0.59659,0.67549,0.42879,0.77439,0.57955,0.65473,0.44064,1.28788,2.05278,1.00173,1.38045,0.000873424,0.000873424,0.000873424
218,1021.61,1.22124,2.08594,0.91827,1.23995,0.76392,0.60795,0.67064,0.42434,0.81506,0.5625,0.64884,0.43078,1.30761,2.03004,1.02259,1.43719,0.000872324,0.000872324,0.000872324
219,1026.02,1.2547,2.17794,0.93285,1.25082,0.79521,0.60673,0.68047,0.43287,0.78622,0.60795,0.66241,0.43968,1.27719,2.05257,0.98977,1.38947,0.000871224,0.000871224,0.000871224
220,1030.95,1.28688,2.27254,0.92018,1.22645,0.7919,0.6108,0.68635,0.42136,0.78462,0.60227,0.66673,0.43787,1.32459,2.06727,0.99286,1.39732,0.000870124,0.000870124,0.000870124
221,1035.36,1.31005,2.31165,0.94194,1.24006,0.7798,0.60363,0.68951,0.43011,0.77856,0.60227,0.66208,0.43603,1.26465,2.04384,0.98698,1.37254,0.000869024,0.000869024,0.000869024
222,1040.1,1.33126,2.29968,0.9399,1.23592,0.77686,0.59344,0.69806,0.43808,0.77799,0.59091,0.66442,0.43749,1.27457,2.071,0.97216,1.38032,0.000867924,0.000867924,0.000867924
223,1044.41,1.27114,2.26293,0.96448,1.25657,0.76532,0.55398,0.64839,0.40903,0.75569,0.56239,0.62622,0.40947,1.28718,2.17222,1.10474,1.41071,0.000866824,0.000866824,0.000866824
224,1048.91,1.27992,2.20479,0.93621,1.23254,0.80709,0.57102,0.66828,0.41643,0.79027,0.56818,0.64537,0.42904,1.32065,2.13602,1.03219,1.43154,0.000865725,0.000865725,0.000865725
225,1053.51,1.22952,2.12043,0.9278,1.23317,0.82209,0.56447,0.67145,0.41758,0.82171,0.56301,0.65529,0.4486,1.343,2.10567,1.00522,1.40325,0.000864625,0.000864625,0.000864625
226,1058.31,1.28113,2.22639,0.90802,1.209,0.78738,0.59967,0.68873,0.4363,0.80547,0.5767,0.66271,0.43165,1.31851,2.03974,0.98959,1.42195,0.000863525,0.000863525,0.000863525
227,1062.91,1.26216,2.24243,0.92196,1.23544,0.83056,0.55703,0.67963,0.42428,0.8342,0.55398,0.658,0.42641,1.31314,2.06054,1.00664,1.41608,0.000862425,0.000862425,0.000862425
228,1067.48,1.24011,2.22511,0.89879,1.20973,0.78693,0.57102,0.65019,0.41422,0.73572,0.60105,0.63698,0.42858,1.28162,2.15075,1.03664,1.40382,0.000861325,0.000861325,0.000861325
229,1072.25,1.26367,2.23993,0.92168,1.22176,0.7636,0.6108,0.65864,0.40864,0.75649,0.60511,0.64438,0.41575,1.28322,2.06072,1.09157,1.39669,0.000860225,0.000860225,0.000860225
230,1076.84,1.21809,2.12981,0.90951,1.21307,0.77717,0.62216,0.68689,0.441,0.84152,0.58523,0.66514,0.44667,1.26345,2.06782,0.97028,1.38406,0.000859125,0.000859125,0.000859125
231,1081.58,1.23215,2.19022,0.90048,1.21308,0.80947,0.60227,0.68723,0.44553,0.82119,0.58711,0.66886,0.44316,1.28157,2.14687,0.94675,1.39584,0.000858025,0.000858025,0.000858025
232,1086.18,1.25115,2.20514,0.92546,1.22273,0.7873,0.58888,0.67907,0.44239,0.78571,0.58331,0.6642,0.44152,1.27666,2.00514,0.98047,1.37584,0.000856925,0.000856925,0.000856925
233,1090.95,1.26829,2.26554,0.91803,1.2359,0.78566,0.60227,0.67665,0.43053,0.77983,0.59659,0.65439,0.43457,1.28381,2.08471,0.96118,1.38162,0.000855826,0.000855826,0.000855826
234,1095.28,1.23951,2.21756,0.94213,1.24845,0.81483,0.5767,0.66848,0.43451,0.82934,0.56818,0.66163,0.44652,1.27849,2.04919,0.96859,1.3785,0.000854726,0.000854726,0.000854726
235,1099.97,1.22941,2.18311,0.87572,1.19333,0.79893,0.58523,0.68068,0.43922,0.82162,0.59375,0.67753,0.46241,1.27031,1.99582,0.97252,1.3594,0.000853626,0.000853626,0.000853626
236,1104.76,1.26826,2.24686,0.90428,1.20406,0.81673,0.55682,0.66247,0.42858,0.81137,0.55682,0.64414,0.43514,1.26746,2.13931,0.99169,1.37753,0.000852526,0.000852526,0.000852526
237,1109.32,1.25724,2.22274,0.89528,1.22079,0.77144,0.60407,0.67659,0.43275,0.7765,0.58233,0.6602,0.44569,1.2596,2.02371,0.99754,1.36917,0.000851426,0.000851426,0.000851426
238,1113.81,1.23428,2.13966,0.90438,1.21348,0.84098,0.5559,0.68467,0.43612,0.85263,0.5483,0.65558,0.44252,1.24191,1.98814,0.97907,1.35653,0.000850326,0.000850326,0.000850326
239,1118.4,1.26414,2.25446,0.89916,1.20061,0.75178,0.58807,0.66827,0.43026,0.81968,0.55682,0.64854,0.43455,1.2576,2.05624,1.02803,1.38478,0.000849226,0.000849226,0.000849226
240,1122.93,1.25748,2.19497,0.89994,1.20496,0.77494,0.58807,0.67619,0.43391,0.82346,0.55398,0.65039,0.44126,1.2599,2.02822,1.00775,1.37539,0.000848126,0.000848126,0.000848126
241,1127.48,1.24362,2.19192,0.88513,1.20537,0.80377,0.59091,0.67683,0.42863,0.81082,0.58807,0.65931,0.44761,1.29924,2.00853,0.97864,1.37268,0.000847026,0.000847026,0.000847026
242,1132.15,1.25043,2.25208,0.91941,1.22394,0.82397,0.59091,0.68476,0.43563,0.82793,0.59375,0.66874,0.44927,1.28163,2.04841,0.96851,1.36458,0.000845927,0.000845927,0.000845927
243,1136.65,1.23236,2.18562,0.89725,1.20501,0.7934,0.60227,0.6879,0.45309,0.78254,0.59294,0.66587,0.45047,1.21964,2.00226,0.95285,1.34068,0.000844827,0.000844827,0.000844827
244,1141.34,1.23413,2.2075,0.88679,1.19576,0.81355,0.58523,0.68886,0.43765,0.82186,0.58807,0.65819,0.43649,1.28815,2.07625,0.97108,1.36937,0.000843727,0.000843727,0.000843727
245,1145.62,1.17429,1.97969,0.87495,1.19968,0.77333,0.57185,0.65339,0.41686,0.7901,0.56818,0.64618,0.42647,1.29125,2.12422,1.00932,1.39811,0.000842627,0.000842627,0.000842627
246,1149.95,1.19556,2.11737,0.87074,1.1981,0.78648,0.60694,0.69248,0.44007,0.79795,0.59465,0.67124,0.43951,1.26924,2.04216,0.99162,1.36708,0.000841527,0.000841527,0.000841527
