epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,563.114,0.58251,2.36439,0.42912,0.50151,1.03286,0.89011,0.86789,0.868,0.77197,0.83857,0.69643,0.69087,0.55902,0.5262,3.16202,0.48225,0.43709,1.09523,0.00167754,0.00167754,0.00167754
116,567.914,0.56999,2.34357,0.43308,0.4902,1.02145,0.87565,0.88029,0.8868,0.77209,0.83257,0.69643,0.67367,0.55167,0.53579,3.32292,0.47972,0.47264,1.11066,0.00167471,0.00167471,0.00167471
117,572.781,0.60183,2.4434,0.43534,0.5126,1.04847,0.95888,0.76786,0.85991,0.75214,0.80943,0.68267,0.70155,0.52402,0.59181,3.34125,0.5116,0.47024,1.17962,0.00167189,0.00167189,0.00167189
118,577.597,0.5883,2.55643,0.44007,0.5097,1.0345,0.91147,0.80357,0.87057,0.75971,0.75968,0.67742,0.63417,0.52973,0.58079,3.2081,0.47156,0.46159,1.17936,0.00166906,0.00166906,0.00166906
119,582.421,0.56943,2.35632,0.43127,0.47666,1.01782,0.87433,0.875,0.89711,0.77757,0.78942,0.64286,0.63596,0.4893,0.51513,3.37329,0.47939,0.45139,1.1566,0.00166623,0.00166623,0.00166623
120,587.252,0.589,2.52867,0.4408,0.51067,1.03458,0.93867,0.82001,0.88898,0.77586,0.79557,0.69643,0.66793,0.53473,0.51889,3.01625,0.48087,0.41882,1.08553,0.0016634,0.0016634,0.0016634
121,592.02,0.56543,2.3981,0.43151,0.49042,1.02188,0.93774,0.875,0.89323,0.77749,0.83036,0.64286,0.70706,0.57227,0.55208,3.07314,0.48278,0.46379,1.1358,0.00166057,0.00166057,0.00166057
122,596.924,0.56009,2.29311,0.42848,0.48284,1.02152,0.9426,0.87975,0.92488,0.78805,0.846,0.68678,0.71789,0.53242,0.54218,3.12287,0.4792,0.42825,1.12018,0.00165774,0.00165774,0.00165774
123,601.736,0.56573,2.18754,0.4303,0.47855,1.01519,0.86351,0.82143,0.83749,0.73715,0.85757,0.71429,0.71561,0.53976,0.55449,3.04161,0.46856,0.49022,1.1637,0.00165491,0.00165491,0.00165491
124,606.583,0.57051,2.51322,0.43904,0.49785,1.0275,0.93985,0.83716,0.88019,0.77499,0.79982,0.66071,0.67152,0.53147,0.49518,3.03158,0.48975,0.39671,1.08841,0.00165209,0.00165209,0.00165209
125,611.384,0.57697,2.51928,0.43527,0.49958,1.01746,0.88292,0.875,0.89986,0.77832,0.80802,0.67646,0.66959,0.52315,0.53534,3.05458,0.47822,0.45405,1.1163,0.00164926,0.00164926,0.00164926
126,616.187,0.55443,2.33384,0.42986,0.48377,1.00934,0.87512,0.80357,0.85088,0.76221,0.75287,0.67857,0.64791,0.50412,0.48412,3.28212,0.49,0.48026,1.08675,0.00164643,0.00164643,0.00164643
127,620.99,0.56396,2.22736,0.41795,0.49422,1.02594,0.91537,0.875,0.91294,0.78547,0.7565,0.625,0.62054,0.46254,0.53491,3.48181,0.47205,0.4305,1.08825,0.0016436,0.0016436,0.0016436
128,625.768,0.569,2.36924,0.41769,0.4986,1.02284,0.90199,0.85714,0.89024,0.77502,0.83177,0.70644,0.6981,0.55277,0.53565,3.13786,0.48373,0.39086,1.10799,0.00164077,0.00164077,0.00164077
129,630.535,0.56843,2.35948,0.42229,0.48846,1.01709,0.88878,0.85619,0.8701,0.76676,0.83475,0.69643,0.71796,0.54101,0.51586,3.2325,0.48552,0.43211,1.13182,0.00163794,0.00163794,0.00163794
130,635.332,0.54831,2.38578,0.42208,0.47471,1.01298,0.91674,0.85714,0.89588,0.77837,0.84374,0.69643,0.71563,0.5541,0.51229,3.23652,0.46402,0.44863,1.0731,0.00163511,0.00163511,0.00163511
131,640.094,0.55643,2.4151,0.42339,0.47999,1.02068,0.9199,0.875,0.90097,0.7704,0.78204,0.64077,0.66464,0.54475,0.5381,3.17351,0.46646,0.45867,1.10868,0.00163229,0.00163229,0.00163229
132,644.853,0.55572,2.31926,0.43086,0.47442,1.0104,0.85954,0.87426,0.87845,0.77476,0.73411,0.69643,0.6883,0.57705,0.53461,3.01944,0.45793,0.43206,1.11583,0.00162946,0.00162946,0.00162946
133,650.053,0.54495,2.25107,0.42727,0.47081,1.002,0.89884,0.83929,0.88545,0.77342,0.78969,0.6706,0.6767,0.54219,0.57262,3.02977,0.48517,0.44756,1.16465,0.00162663,0.00162663,0.00162663
134,654.904,0.56838,2.39026,0.41819,0.48744,1.02133,0.93185,0.82143,0.88724,0.78434,0.81002,0.71429,0.70747,0.56566,0.54689,3.05372,0.46724,0.4778,1.15761,0.0016238,0.0016238,0.0016238
135,659.684,0.55762,2.38926,0.42734,0.47328,1.01126,0.92167,0.85714,0.88183,0.76542,0.78318,0.67857,0.6728,0.55247,0.58761,3.1277,0.46226,0.46999,1.18608,0.00162097,0.00162097,0.00162097
136,664.498,0.55359,2.28539,0.42736,0.46791,1.0118,0.85417,0.94142,0.90842,0.7662,0.82718,0.71429,0.73164,0.59099,0.53454,3.06584,0.45958,0.41912,1.11848,0.00161814,0.00161814,0.00161814
137,669.313,0.57886,2.23939,0.42492,0.49155,1.03184,0.90625,0.83929,0.87069,0.76322,0.83034,0.69643,0.69603,0.55098,0.55648,3.23934,0.47377,0.43529,1.18026,0.00161531,0.00161531,0.00161531
138,674.075,0.56021,2.26847,0.41581,0.47985,1.01798,0.8832,0.83929,0.84414,0.74946,0.80182,0.65033,0.62058,0.51117,0.54051,3.30263,0.47102,0.47588,1.17151,0.00161249,0.00161249,0.00161249
139,678.852,0.55645,2.20639,0.41171,0.4763,1.01146,0.92243,0.84946,0.8899,0.77012,0.82349,0.75,0.72066,0.56188,0.51052,2.96577,0.4583,0.43207,1.08335,0.00160966,0.00160966,0.00160966
140,683.623,0.55312,2.44352,0.4321,0.47736,1.01256,0.94141,0.82143,0.87137,0.76824,0.82231,0.71429,0.71453,0.5571,0.53889,3.00686,0.44829,0.42514,1.17748,0.00160683,0.00160683,0.00160683
141,688.373,0.53823,2.27996,0.42016,0.46519,1.0117,0.94222,0.87369,0.8822,0.78769,0.81403,0.67857,0.70168,0.55985,0.5412,3.17691,0.45879,0.45564,1.18808,0.001604,0.001604,0.001604
142,693.125,0.53597,2.35284,0.4275,0.47238,0.99974,0.89235,0.88824,0.90037,0.79684,0.77711,0.69643,0.6653,0.53093,0.48706,3.14502,0.45268,0.41503,1.0955,0.00160117,0.00160117,0.00160117
143,697.965,0.52409,2.20101,0.41663,0.45039,0.99472,0.85705,0.85648,0.87779,0.78383,0.81986,0.67857,0.66002,0.56057,0.47383,3.16637,0.47452,0.43263,1.09998,0.00159834,0.00159834,0.00159834
144,702.811,0.54254,2.29995,0.42432,0.45958,1.01049,0.91444,0.875,0.88671,0.76612,0.77791,0.71429,0.71965,0.55823,0.54822,3.13272,0.47063,0.41955,1.19731,0.00159551,0.00159551,0.00159551
145,707.528,0.53147,2.1644,0.41151,0.45101,1.0043,0.89128,0.87843,0.88941,0.79304,0.73137,0.71429,0.64475,0.48606,0.51398,3.3493,0.46449,0.41194,1.17804,0.00159269,0.00159269,0.00159269
146,712.313,0.52581,2.31418,0.41793,0.45305,0.98741,0.89424,0.90597,0.90504,0.7991,0.90091,0.64953,0.72423,0.56024,0.47395,2.91918,0.44648,0.40494,1.08238,0.00158986,0.00158986,0.00158986
147,717.081,0.53405,2.38421,0.43037,0.45847,0.9964,0.90949,0.85714,0.90988,0.76835,0.82187,0.65914,0.67855,0.57498,0.52897,3.12398,0.44952,0.40969,1.1384,0.00158703,0.00158703,0.00158703
148,721.87,0.52539,2.21663,0.41388,0.44426,1.00436,0.91806,0.83929,0.88792,0.76631,0.8136,0.66071,0.68674,0.56292,0.53127,3.13082,0.47582,0.46447,1.06541,0.0015842,0.0015842,0.0015842
149,726.659,0.54838,2.26131,0.41504,0.47398,1.0147,0.90061,0.85714,0.90144,0.77358,0.80706,0.67233,0.69092,0.58958,0.49801,3.06119,0.45458,0.43054,1.05219,0.00158137,0.00158137,0.00158137
150,731.874,0.53005,2.28179,0.42204,0.46121,1.01024,0.91918,0.85714,0.90757,0.78119,0.82728,0.68431,0.68339,0.54366,0.5453,3.25646,0.47556,0.43446,1.10977,0.00157854,0.00157854,0.00157854
151,736.692,0.52187,2.23842,0.41411,0.45449,0.98965,0.94001,0.83943,0.88888,0.7839,0.81274,0.71429,0.70314,0.5587,0.50703,2.97083,0.45685,0.39806,1.0974,0.00157571,0.00157571,0.00157571
152,741.453,0.54116,2.21984,0.41628,0.47049,1.00008,0.9198,0.875,0.90864,0.79653,0.82031,0.67857,0.71609,0.56483,0.4599,2.96211,0.46757,0.40322,1.05681,0.00157289,0.00157289,0.00157289
153,746.176,0.51592,2.12076,0.40362,0.445,0.98927,0.91031,0.90627,0.91562,0.79083,0.82795,0.71429,0.74512,0.59568,0.5005,2.93146,0.4669,0.38879,1.10316,0.00157006,0.00157006,0.00157006
154,750.935,0.55373,2.18784,0.41341,0.45792,1.01416,0.89062,0.87241,0.92313,0.79701,0.79982,0.73214,0.74251,0.61199,0.51813,2.96232,0.48213,0.42423,1.11762,0.00156723,0.00156723,0.00156723
155,755.677,0.53248,2.19571,0.41384,0.45089,1.00487,0.9089,0.89081,0.90048,0.78369,0.82502,0.66071,0.70258,0.56286,0.49245,3.25458,0.48603,0.43172,1.07443,0.0015644,0.0015644,0.0015644
156,760.501,0.53637,2.08434,0.41239,0.44898,0.99616,0.92506,0.88182,0.91101,0.78709,0.77952,0.69643,0.71894,0.58649,0.52841,2.94978,0.45063,0.38839,1.06259,0.00156157,0.00156157,0.00156157
157,765.262,0.53435,2.25136,0.41479,0.45743,0.99379,0.92168,0.82143,0.89471,0.7768,0.832,0.73214,0.69841,0.56249,0.51119,2.89448,0.45506,0.42237,1.08549,0.00155874,0.00155874,0.00155874
158,769.993,0.51184,2.25202,0.41038,0.44084,0.98657,0.94089,0.85281,0.86269,0.7652,0.81997,0.73214,0.718,0.55306,0.52358,2.82268,0.45284,0.4168,1.12154,0.00155591,0.00155591,0.00155591
159,774.706,0.52685,2.26298,0.41375,0.44873,0.9955,0.94107,0.85551,0.90171,0.79303,0.79754,0.71429,0.69206,0.58181,0.46707,2.82522,0.44673,0.41442,1.03426,0.00155309,0.00155309,0.00155309
160,779.477,0.52907,2.29566,0.42547,0.46355,0.99925,0.90277,0.89286,0.91325,0.80211,0.78853,0.66592,0.65618,0.52135,0.45557,3.13298,0.44753,0.38951,1.03778,0.00155026,0.00155026,0.00155026
161,784.211,0.51674,2.18384,0.41292,0.44376,0.99236,0.93278,0.875,0.90061,0.80133,0.86413,0.73214,0.73884,0.59195,0.45281,2.99671,0.47233,0.38105,1.05528,0.00154743,0.00154743,0.00154743
162,788.893,0.54068,2.22839,0.41696,0.46859,1.00078,0.86934,0.875,0.89702,0.79431,0.84071,0.69643,0.69667,0.57992,0.50794,2.9627,0.46875,0.40443,1.09056,0.0015446,0.0015446,0.0015446
163,793.603,0.51941,2.11057,0.40945,0.4498,0.98503,0.88736,0.85714,0.87512,0.77394,0.84286,0.73214,0.72345,0.59725,0.49218,2.95514,0.47501,0.43618,1.06105,0.00154177,0.00154177,0.00154177
164,798.333,0.53317,2.2352,0.41557,0.45649,1.0023,0.87618,0.89286,0.87504,0.77383,0.80854,0.66071,0.66664,0.55538,0.49978,2.91602,0.48115,0.40606,1.13328,0.00153894,0.00153894,0.00153894
165,803.038,0.5275,2.03916,0.40008,0.4545,1.0077,0.92202,0.91071,0.93056,0.78373,0.76619,0.70229,0.70779,0.57488,0.50544,2.94471,0.46805,0.39575,1.12007,0.00153611,0.00153611,0.00153611
166,807.771,0.5242,2.2415,0.41102,0.45123,0.99298,0.90173,0.875,0.90741,0.78706,0.8484,0.69957,0.71594,0.53143,0.49248,2.98665,0.46599,0.44564,1.06218,0.00153329,0.00153329,0.00153329
167,812.529,0.5272,2.08142,0.40639,0.44589,1.00087,0.8667,0.80357,0.82529,0.73594,0.77743,0.76786,0.71841,0.55256,0.53616,2.98807,0.45331,0.56153,1.1302,0.00153046,0.00153046,0.00153046
168,817.287,0.52393,2.11225,0.40794,0.44729,0.9981,0.95731,0.80088,0.84175,0.75835,0.78298,0.70877,0.6818,0.53928,0.50434,3.09999,0.46831,0.48765,1.09031,0.00152763,0.00152763,0.00152763
169,822.018,0.51615,2.19545,0.41626,0.4568,0.99098,0.90357,0.85714,0.84748,0.76003,0.83035,0.71429,0.69152,0.54384,0.50821,3.09032,0.46066,0.43412,1.08554,0.0015248,0.0015248,0.0015248
170,826.791,0.51308,2.14332,0.40142,0.44513,0.98929,0.94044,0.84594,0.88925,0.76507,0.81678,0.71651,0.69791,0.54767,0.56993,2.982,0.46412,0.46781,1.1076,0.00152197,0.00152197,0.00152197
171,831.531,0.5069,2.26258,0.40818,0.43294,0.98865,0.9511,0.83929,0.91396,0.8055,0.86882,0.75,0.76937,0.57579,0.5088,3.00571,0.46705,0.42721,1.08026,0.00151914,0.00151914,0.00151914
172,836.262,0.51212,2.24089,0.41188,0.43897,0.98248,0.87895,0.90768,0.89327,0.77704,0.81401,0.71429,0.69509,0.57834,0.49637,3.15015,0.47583,0.40135,1.0951,0.00151631,0.00151631,0.00151631
173,840.981,0.53486,2.15963,0.40971,0.45173,0.99116,0.94549,0.82143,0.85287,0.76508,0.90937,0.73214,0.77406,0.56913,0.48078,3.14917,0.48942,0.38557,1.08635,0.00151349,0.00151349,0.00151349
174,845.733,0.51926,2.11264,0.40692,0.4436,0.99413,0.93477,0.83929,0.88409,0.76621,0.79519,0.71429,0.70767,0.55876,0.4891,3.09622,0.47607,0.42135,1.04326,0.00151066,0.00151066,0.00151066
175,850.448,0.51129,2.12937,0.40856,0.44178,0.97679,0.91687,0.85714,0.87326,0.76524,0.81475,0.67857,0.67162,0.54198,0.50073,3.03366,0.46943,0.44971,1.09387,0.00150783,0.00150783,0.00150783
176,855.25,0.52527,2.21108,0.40564,0.44578,0.99201,0.94066,0.84926,0.89507,0.77217,0.82886,0.69643,0.68387,0.54751,0.49358,3.28325,0.47418,0.40418,1.08344,0.001505,0.001505,0.001505
177,859.985,0.53418,2.1563,0.41351,0.44562,0.99338,0.94085,0.85222,0.89873,0.78892,0.87489,0.74924,0.75711,0.56847,0.49477,2.98463,0.46743,0.41998,1.11879,0.00150217,0.00150217,0.00150217
178,864.77,0.48815,2.13905,0.40759,0.42288,0.97692,0.94337,0.89249,0.88209,0.79549,0.87564,0.71429,0.7323,0.55568,0.46243,2.86711,0.45562,0.41672,1.06048,0.00149934,0.00149934,0.00149934
179,869.489,0.49909,2.17631,0.4065,0.42166,0.98075,0.92597,0.875,0.88595,0.7863,0.84114,0.75,0.76234,0.57125,0.48056,2.82411,0.45107,0.39931,1.10338,0.00149651,0.00149651,0.00149651
180,874.224,0.49339,2.1227,0.40434,0.42511,0.98336,0.9389,0.82322,0.87333,0.77812,0.82041,0.75,0.72589,0.58804,0.50451,2.9575,0.4528,0.41865,1.16565,0.00149369,0.00149369,0.00149369
181,878.978,0.5071,2.05128,0.39681,0.43116,0.99052,0.92143,0.875,0.8787,0.76513,0.83481,0.73214,0.73696,0.60451,0.47873,2.90762,0.44099,0.37787,1.10364,0.00149086,0.00149086,0.00149086
182,883.693,0.51863,2.07334,0.39711,0.4425,0.9848,0.93233,0.83929,0.87459,0.77898,0.83301,0.75,0.73364,0.56283,0.47357,2.87359,0.43413,0.38065,1.12057,0.00148803,0.00148803,0.00148803
183,888.379,0.50182,2.08996,0.40616,0.4323,0.984,0.89227,0.88746,0.87916,0.79277,0.84146,0.73214,0.72059,0.59024,0.49321,2.99183,0.47048,0.39079,1.1612,0.0014852,0.0014852,0.0014852
184,893.102,0.51985,2.16591,0.40894,0.44164,0.99413,0.9231,0.89286,0.90502,0.77776,0.79255,0.76786,0.73348,0.5974,0.52793,2.8382,0.44436,0.41375,1.12838,0.00148237,0.00148237,0.00148237
185,897.827,0.48903,2.09662,0.40303,0.42723,0.97719,0.9421,0.89286,0.89023,0.78267,0.88299,0.78571,0.80142,0.60894,0.49614,2.76864,0.43339,0.42246,1.13936,0.00147954,0.00147954,0.00147954
186,902.545,0.52789,1.97,0.39192,0.45131,0.99641,0.92286,0.85714,0.91681,0.79422,0.88307,0.75,0.75074,0.58897,0.56791,3.01215,0.44695,0.44259,1.12754,0.00147671,0.00147671,0.00147671
187,907.238,0.51881,2.01924,0.40151,0.44529,0.98937,0.90431,0.875,0.89278,0.78348,0.87754,0.78571,0.79509,0.62706,0.49518,2.94319,0.43714,0.42916,1.07073,0.00147389,0.00147389,0.00147389
188,911.986,0.5117,2.01005,0.39581,0.4316,0.99074,0.90758,0.91071,0.88088,0.77114,0.69404,0.60714,0.57403,0.49122,0.51336,3.3861,0.46461,0.37115,1.14342,0.00147106,0.00147106,0.00147106
189,916.685,0.5111,2.13825,0.39783,0.436,0.9876,0.89472,0.91051,0.88755,0.7687,0.82225,0.75,0.72482,0.54322,0.50876,3.04777,0.47006,0.4143,1.09214,0.00146823,0.00146823,0.00146823
190,921.409,0.51615,2.08466,0.40474,0.43712,0.99016,0.94414,0.90552,0.90714,0.79618,0.81682,0.75,0.72439,0.54928,0.46652,2.78957,0.43824,0.3864,1.04679,0.0014654,0.0014654,0.0014654
191,926.12,0.51235,1.9934,0.40031,0.43431,0.98675,0.92552,0.88768,0.90232,0.78091,0.87056,0.72069,0.72539,0.58981,0.52187,2.89187,0.44409,0.40314,1.10315,0.00146257,0.00146257,0.00146257
192,930.842,0.50272,2.0437,0.39396,0.43085,0.98514,0.90187,0.85714,0.89203,0.79324,0.79463,0.69643,0.69674,0.55907,0.47464,2.86726,0.45013,0.43764,1.09441,0.00145974,0.00145974,0.00145974
193,935.587,0.50641,2.131,0.40224,0.43087,0.9855,0.87938,0.80357,0.86867,0.77107,0.90827,0.71429,0.72386,0.58938,0.51841,2.96725,0.45237,0.44433,1.17605,0.00145691,0.00145691,0.00145691
194,940.329,0.49944,2.09696,0.41086,0.42481,0.97535,0.90964,0.80357,0.88191,0.78143,0.84009,0.71429,0.73389,0.58705,0.48318,2.9863,0.45165,0.43543,1.05002,0.00145409,0.00145409,0.00145409
195,945.042,0.5088,2.18167,0.40155,0.43442,0.98668,0.93393,0.83929,0.87701,0.77659,0.81445,0.73214,0.72608,0.57339,0.46673,2.86521,0.44416,0.41581,1.07202,0.00145126,0.00145126,0.00145126
196,949.784,0.50002,1.95971,0.39157,0.4334,0.98686,0.93979,0.83626,0.85463,0.75836,0.88477,0.76786,0.77273,0.59224,0.48752,2.80386,0.43825,0.409,1.06939,0.00144843,0.00144843,0.00144843
197,954.508,0.50702,1.98767,0.39856,0.43901,0.99191,0.93162,0.78571,0.84445,0.74247,0.8947,0.66071,0.70485,0.58516,0.49926,3.04584,0.44813,0.47433,1.12721,0.0014456,0.0014456,0.0014456
198,959.215,0.50449,1.98706,0.39217,0.43594,0.98038,0.901,0.89286,0.91478,0.7927,0.79599,0.67857,0.66873,0.53511,0.52683,3.03922,0.44725,0.41209,1.15064,0.00144277,0.00144277,0.00144277
199,963.969,0.51663,2.09987,0.3931,0.43641,0.98858,0.92714,0.90901,0.92929,0.80875,0.84594,0.69643,0.71254,0.59717,0.50016,2.88131,0.43925,0.38369,1.09718,0.00143994,0.00143994,0.00143994
200,968.678,0.51075,2.05337,0.39954,0.43237,0.97486,0.89638,0.92857,0.90707,0.80036,0.80889,0.68027,0.71023,0.56325,0.477,2.93892,0.44808,0.37049,1.05616,0.00143711,0.00143711,0.00143711
201,973.399,0.50393,1.97824,0.39258,0.43115,0.9862,0.92415,0.87038,0.88433,0.78877,0.79142,0.74538,0.71946,0.56651,0.50138,2.86742,0.46177,0.37548,1.13635,0.00143429,0.00143429,0.00143429
202,978.115,0.49852,2.01018,0.39394,0.42597,0.97552,0.93206,0.80357,0.8674,0.76894,0.86895,0.71048,0.74477,0.57643,0.46506,2.97747,0.44782,0.4172,1.0352,0.00143146,0.00143146,0.00143146
203,982.833,0.50101,2.13413,0.39947,0.42557,0.97119,0.95281,0.83929,0.86175,0.76774,0.86815,0.70557,0.75161,0.57167,0.48625,2.82042,0.44098,0.44454,1.07326,0.00142863,0.00142863,0.00142863
204,987.556,0.4857,2.07109,0.40426,0.41377,0.97206,0.94092,0.85714,0.88636,0.77277,0.79442,0.71429,0.74777,0.59418,0.465,2.80547,0.43603,0.42762,1.06874,0.0014258,0.0014258,0.0014258
205,992.266,0.48887,2.00257,0.39625,0.42044,0.97377,0.95443,0.875,0.90412,0.79718,0.86317,0.80357,0.76402,0.60578,0.45834,2.79902,0.4267,0.38705,1.05548,0.00142297,0.00142297,0.00142297
206,996.994,0.48453,2.06475,0.39545,0.41649,0.9685,0.9142,0.875,0.8818,0.78413,0.80549,0.73958,0.74698,0.61154,0.46018,2.76697,0.43556,0.40039,1.06203,0.00142014,0.00142014,0.00142014
207,1001.71,0.49306,2.00178,0.39358,0.4241,0.97322,0.92424,0.87144,0.88766,0.79277,0.83296,0.66071,0.68131,0.54817,0.44459,3.167,0.45066,0.35864,1.0524,0.00141731,0.00141731,0.00141731
208,1006.44,0.50092,1.89667,0.38244,0.42846,0.97755,0.90933,0.92857,0.92326,0.82012,0.80573,0.71429,0.73811,0.60213,0.45558,2.83858,0.44925,0.38523,1.05094,0.00141449,0.00141449,0.00141449
209,1011.25,0.49928,2.19539,0.40102,0.42758,0.98417,0.92584,0.83929,0.8919,0.78649,0.88939,0.67857,0.72036,0.57054,0.47918,2.84484,0.43539,0.39288,1.08527,0.00141166,0.00141166,0.00141166
210,1015.91,0.49026,2.09622,0.3976,0.41812,0.97902,0.89084,0.87442,0.9028,0.79117,0.85172,0.76786,0.74788,0.6042,0.44926,2.8579,0.44326,0.39373,1.03357,0.00140883,0.00140883,0.00140883
211,1020.62,0.49547,2.00555,0.39558,0.42254,0.97657,0.89591,0.92226,0.92118,0.81043,0.81129,0.76771,0.74444,0.58712,0.43778,2.936,0.45336,0.3888,1.04842,0.001406,0.001406,0.001406
212,1025.38,0.47797,2.099,0.40032,0.40952,0.95589,0.89282,0.89247,0.90215,0.77939,0.84444,0.67857,0.72482,0.57497,0.48283,3.16508,0.46482,0.40863,1.09945,0.00140317,0.00140317,0.00140317
213,1030.09,0.49101,1.96651,0.39398,0.41879,0.97592,0.9266,0.90178,0.91115,0.80757,0.82916,0.78571,0.74352,0.57013,0.45321,2.89277,0.44123,0.38074,1.02283,0.00140034,0.00140034,0.00140034
214,1034.82,0.51375,2.05943,0.39159,0.42872,0.98953,0.92257,0.85116,0.87379,0.79187,0.80556,0.7399,0.71296,0.56123,0.43828,3.13174,0.45387,0.40896,1.05216,0.00139751,0.00139751,0.00139751
215,1039.55,0.50613,1.99678,0.39081,0.42869,0.98206,0.90904,0.89229,0.87574,0.76406,0.81669,0.71429,0.71413,0.58296,0.46315,3.06209,0.47712,0.4337,1.06099,0.00139469,0.00139469,0.00139469
216,1044.31,0.47111,2.1181,0.39839,0.40129,0.96075,0.90195,0.85714,0.86844,0.75504,0.79919,0.71429,0.71346,0.57247,0.49844,3.26463,0.48508,0.45191,1.07183,0.00139186,0.00139186,0.00139186
217,1049.01,0.47736,1.99384,0.38542,0.41145,0.9594,0.90819,0.91071,0.88964,0.77344,0.81844,0.72456,0.72447,0.59624,0.47247,3.15563,0.49002,0.40295,1.0921,0.00138903,0.00138903,0.00138903
218,1053.75,0.49334,2.00058,0.38676,0.42436,0.96714,0.93833,0.81522,0.86315,0.77671,0.85031,0.73214,0.71387,0.58485,0.47745,2.93999,0.45699,0.43041,1.08544,0.0013862,0.0013862,0.0013862
219,1058.5,0.48258,1.99116,0.38769,0.41399,0.96792,0.9025,0.83929,0.85529,0.77721,0.87555,0.69643,0.70397,0.57814,0.4738,2.91318,0.43945,0.44154,1.10488,0.00138337,0.00138337,0.00138337
220,1063.27,0.47138,1.87962,0.38254,0.40867,0.95963,0.87682,0.88979,0.89382,0.7696,0.87324,0.69643,0.71404,0.57747,0.48584,3.07284,0.44217,0.41423,1.08774,0.00138054,0.00138054,0.00138054
221,1067.99,0.49383,1.95914,0.38793,0.4266,0.97827,0.88806,0.89286,0.89285,0.78804,0.80955,0.75,0.76127,0.59704,0.45596,2.99283,0.45473,0.38159,1.05736,0.00137771,0.00137771,0.00137771
222,1072.72,0.48044,1.97699,0.38589,0.41366,0.97269,0.90221,0.85714,0.89531,0.79078,0.84261,0.71429,0.7308,0.58349,0.45516,3.03585,0.44209,0.39806,1.06824,0.00137489,0.00137489,0.00137489
223,1077.44,0.47866,1.91983,0.39141,0.40666,0.95547,0.88877,0.85615,0.8672,0.78449,0.79592,0.76786,0.72573,0.57872,0.46275,2.95825,0.42127,0.40704,1.08185,0.00137206,0.00137206,0.00137206
224,1082.18,0.47343,1.97758,0.38916,0.41075,0.97339,0.86816,0.85714,0.84415,0.7638,0.76249,0.75,0.69829,0.55951,0.46479,3.17962,0.47074,0.41541,1.09846,0.00136923,0.00136923,0.00136923
225,1086.88,0.49689,1.99887,0.39032,0.41534,0.97762,0.93281,0.80357,0.87604,0.76207,0.78867,0.71429,0.71444,0.59579,0.45885,2.79872,0.44187,0.41227,1.05327,0.0013664,0.0013664,0.0013664
226,1091.58,0.49064,1.99557,0.39081,0.41972,0.97494,0.9376,0.805,0.85937,0.7696,0.88955,0.73214,0.72568,0.60942,0.43174,2.85643,0.45391,0.41406,1.06147,0.00136357,0.00136357,0.00136357
227,1096.25,0.47431,1.97877,0.38433,0.40783,0.96426,0.87982,0.83929,0.8488,0.77081,0.89343,0.74857,0.74435,0.58372,0.43695,2.94082,0.45013,0.4272,1.06548,0.00136074,0.00136074,0.00136074
228,1101,0.47577,1.90152,0.38148,0.39818,0.96725,0.92425,0.87158,0.8824,0.78841,0.76707,0.71429,0.6777,0.53851,0.43091,3.21773,0.45594,0.39631,0.99345,0.00135791,0.00135791,0.00135791
229,1105.69,0.48951,1.82591,0.38306,0.42056,0.97153,0.94059,0.84817,0.86874,0.7771,0.82264,0.73214,0.71328,0.60543,0.47418,3.14828,0.46362,0.4013,1.10996,0.00135509,0.00135509,0.00135509
230,1110.39,0.47003,2.04908,0.39216,0.40515,0.96653,0.94025,0.84304,0.87596,0.78526,0.8339,0.75,0.7305,0.59513,0.47113,3.24504,0.47309,0.41329,1.12806,0.00135226,0.00135226,0.00135226
231,1115.09,0.48854,2.05974,0.38574,0.42309,0.96967,0.93634,0.83929,0.88,0.78491,0.85181,0.71429,0.71534,0.5773,0.49393,2.97443,0.45819,0.41773,1.09099,0.00134943,0.00134943,0.00134943
232,1119.82,0.46504,1.75167,0.38297,0.39399,0.95166,0.91816,0.85714,0.86514,0.79399,0.78333,0.73214,0.70801,0.57608,0.4865,2.92005,0.44361,0.43384,1.17873,0.0013466,0.0013466,0.0013466
233,1124.53,0.47757,1.93035,0.37893,0.4067,0.97124,0.94088,0.85268,0.85027,0.77163,0.80838,0.71429,0.66285,0.51812,0.47159,2.96991,0.4395,0.39733,1.11096,0.00134377,0.00134377,0.00134377
234,1129.21,0.47521,1.88948,0.37999,0.40704,0.96797,0.94525,0.85714,0.88756,0.80336,0.80863,0.76786,0.77025,0.60924,0.45394,2.93021,0.45527,0.36017,1.06836,0.00134094,0.00134094,0.00134094
235,1133.96,0.47024,1.91534,0.38142,0.40684,0.96536,0.93072,0.89286,0.89034,0.80109,0.76966,0.71606,0.70007,0.57889,0.46374,3.02105,0.45222,0.39401,1.05946,0.00133811,0.00133811,0.00133811
