epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,547.801,0.89643,3.60888,0.48231,0.8126,1.34859,0.90002,0.71429,0.84616,0.67484,0.93536,0.60714,0.67164,0.47072,0.73859,3.50256,0.55123,0.68619,1.30138,0.0016832,0.0016832,0.0016832
114,552.514,0.8774,3.76753,0.48936,0.80578,1.32715,0.89971,0.83929,0.84963,0.67707,0.79336,0.625,0.60688,0.41811,0.73079,3.62375,0.54823,0.68199,1.32298,0.00168037,0.00168037,0.00168037
115,557.373,0.86828,3.56865,0.48223,0.78719,1.32843,0.85843,0.75806,0.84895,0.68079,0.77738,0.625,0.61598,0.41429,0.714,3.65519,0.56021,0.68107,1.32907,0.00167754,0.00167754,0.00167754
116,562.086,0.84576,3.51414,0.48441,0.76313,1.29662,0.84778,0.83929,0.85925,0.69474,0.83505,0.60714,0.65757,0.44754,0.70684,3.56575,0.55319,0.64183,1.31662,0.00167471,0.00167471,0.00167471
117,566.831,0.89843,3.6391,0.48062,0.80443,1.33506,0.88877,0.85714,0.89034,0.71186,0.79746,0.67857,0.69152,0.4675,0.72124,3.61437,0.56437,0.60412,1.35278,0.00167189,0.00167189,0.00167189
118,571.551,0.87433,3.77581,0.48822,0.79281,1.3183,0.85925,0.87217,0.87296,0.70148,0.81555,0.63174,0.63849,0.44928,0.72179,3.42379,0.53556,0.6281,1.29432,0.00166906,0.00166906,0.00166906
119,576.281,0.84136,3.53669,0.48472,0.75072,1.29158,0.89302,0.82143,0.86154,0.69713,0.83304,0.62373,0.70096,0.47001,0.69629,3.54978,0.55519,0.61208,1.33312,0.00166623,0.00166623,0.00166623
120,581.028,0.8769,3.70292,0.49293,0.79365,1.31324,0.90405,0.875,0.8813,0.71477,0.85623,0.63819,0.66805,0.48166,0.69062,3.47432,0.54519,0.57378,1.2865,0.0016634,0.0016634,0.0016634
121,585.881,0.86481,3.59973,0.48559,0.7754,1.31296,0.88858,0.8545,0.89203,0.71457,0.88848,0.67857,0.69724,0.49238,0.72647,3.52227,0.53634,0.59383,1.29237,0.00166057,0.00166057,0.00166057
122,590.662,0.83209,3.44155,0.48022,0.74945,1.29686,0.7965,0.875,0.87576,0.69771,0.79489,0.62288,0.5896,0.45054,0.70471,3.4661,0.53616,0.59952,1.31406,0.00165774,0.00165774,0.00165774
123,595.408,0.83074,3.31578,0.48062,0.73926,1.27785,0.85497,0.82143,0.87933,0.7077,0.81335,0.62258,0.63523,0.48191,0.67716,3.50059,0.5482,0.60879,1.22051,0.00165491,0.00165491,0.00165491
124,600.173,0.85281,3.63998,0.48801,0.76573,1.29682,0.81732,0.79902,0.8395,0.67095,0.92029,0.55357,0.60498,0.4311,0.76475,3.57295,0.55069,0.65248,1.29872,0.00165209,0.00165209,0.00165209
125,604.882,0.85744,3.64161,0.48425,0.77102,1.30071,0.88315,0.78571,0.85963,0.70678,0.82521,0.58929,0.61052,0.47886,0.67656,3.4529,0.54566,0.63125,1.25049,0.00164926,0.00164926,0.00164926
126,609.603,0.82027,3.42908,0.4798,0.74033,1.26998,0.88177,0.80357,0.86246,0.70768,0.81215,0.61773,0.61079,0.4673,0.67873,3.50006,0.53944,0.61443,1.27388,0.00164643,0.00164643,0.00164643
127,614.312,0.83616,3.28583,0.47064,0.74912,1.29136,0.88241,0.83929,0.87191,0.71285,0.75976,0.58929,0.55395,0.41421,0.70829,3.59154,0.56197,0.60954,1.30012,0.0016436,0.0016436,0.0016436
128,619.215,0.85817,3.47432,0.47122,0.77519,1.30144,0.86627,0.8098,0.86554,0.68761,0.79339,0.64286,0.66855,0.46556,0.74261,3.47409,0.54853,0.60748,1.29921,0.00164077,0.00164077,0.00164077
129,623.9,0.86053,3.43522,0.478,0.76037,1.30363,0.84739,0.82143,0.84712,0.69261,0.90468,0.67857,0.70949,0.46623,0.75274,3.45057,0.54131,0.63149,1.35912,0.00163794,0.00163794,0.00163794
130,628.573,0.8224,3.49173,0.47484,0.7392,1.2771,0.90072,0.81013,0.87118,0.7267,0.80228,0.625,0.60572,0.47722,0.67983,3.52589,0.55527,0.61614,1.28657,0.00163511,0.00163511,0.00163511
131,633.279,0.81596,3.48253,0.47558,0.73805,1.27081,0.85795,0.875,0.88977,0.72352,0.85187,0.67857,0.65579,0.46151,0.6617,3.41253,0.53314,0.58468,1.24914,0.00163229,0.00163229,0.00163229
132,637.993,0.81354,3.37421,0.48151,0.73565,1.265,0.89129,0.875,0.89907,0.70888,0.89961,0.64015,0.69288,0.47515,0.69836,3.32237,0.52891,0.58199,1.27528,0.00162946,0.00162946,0.00162946
133,642.7,0.81352,3.33238,0.47838,0.72344,1.25623,0.85561,0.8466,0.8565,0.70069,0.80998,0.64286,0.66323,0.5199,0.72081,3.251,0.53352,0.59576,1.30094,0.00162663,0.00162663,0.00162663
134,647.613,0.81822,3.45258,0.4699,0.73684,1.27056,0.83641,0.85714,0.85435,0.6944,0.82117,0.65606,0.64827,0.45968,0.69521,3.47578,0.54941,0.58359,1.26209,0.0016238,0.0016238,0.0016238
135,652.33,0.82543,3.42359,0.48458,0.72504,1.26357,0.81961,0.81144,0.85251,0.68776,0.83864,0.58929,0.65072,0.44831,0.75168,3.43171,0.53147,0.61238,1.37775,0.00162097,0.00162097,0.00162097
136,657.067,0.81012,3.35832,0.48004,0.72005,1.25515,0.87858,0.85714,0.86759,0.70654,0.83409,0.625,0.68605,0.48935,0.71068,3.40453,0.54353,0.60012,1.28864,0.00161814,0.00161814,0.00161814
137,661.776,0.83645,3.36767,0.47664,0.73637,1.27552,0.88501,0.82463,0.86275,0.67664,0.82359,0.625,0.63179,0.45853,0.73889,3.4668,0.52155,0.62436,1.31434,0.00161531,0.00161531,0.00161531
138,666.52,0.79756,3.2704,0.46827,0.73214,1.25313,0.88723,0.80357,0.86859,0.7143,0.78576,0.67857,0.65832,0.50439,0.6554,3.311,0.52777,0.56445,1.26992,0.00161249,0.00161249,0.00161249
139,671.249,0.80676,3.20034,0.46644,0.72606,1.25708,0.88815,0.85089,0.87247,0.71219,0.76868,0.66071,0.6484,0.49632,0.69845,3.28662,0.52672,0.59667,1.28869,0.00160966,0.00160966,0.00160966
140,675.984,0.80595,3.51172,0.48227,0.72132,1.25813,0.91669,0.78595,0.87258,0.72646,0.81508,0.64286,0.64787,0.48966,0.67155,3.33407,0.52117,0.58437,1.29048,0.00160683,0.00160683,0.00160683
141,680.85,0.78703,3.23148,0.46919,0.70895,1.24174,0.88146,0.82143,0.86332,0.69323,0.87867,0.625,0.68913,0.48409,0.71303,3.41066,0.51743,0.589,1.27978,0.001604,0.001604,0.001604
142,685.559,0.8172,3.4047,0.47816,0.73492,1.25545,0.83192,0.83929,0.86702,0.70475,0.85781,0.66071,0.67451,0.48037,0.74041,3.43618,0.50527,0.62161,1.31436,0.00160117,0.00160117,0.00160117
143,690.31,0.83196,3.27326,0.47043,0.7193,1.26522,0.84752,0.83929,0.84767,0.68944,0.76499,0.66071,0.59801,0.48744,0.73702,3.23755,0.50955,0.63004,1.3401,0.00159834,0.00159834,0.00159834
144,695.054,0.81193,3.36635,0.47538,0.72396,1.26152,0.82702,0.85382,0.86539,0.69885,0.8294,0.64286,0.66377,0.46289,0.67057,3.40974,0.51088,0.59434,1.25619,0.00159551,0.00159551,0.00159551
145,699.737,0.77013,3.15511,0.46682,0.69843,1.24323,0.84086,0.85714,0.86406,0.70322,0.80124,0.64797,0.65805,0.46703,0.68843,3.31363,0.54094,0.56383,1.2951,0.00159269,0.00159269,0.00159269
146,704.49,0.79922,3.34966,0.47352,0.70293,1.24295,0.8834,0.81187,0.85616,0.69686,0.84834,0.625,0.64617,0.50224,0.68951,3.36056,0.51608,0.59793,1.27101,0.00158986,0.00158986,0.00158986
147,709.363,0.78657,3.40007,0.48157,0.69984,1.24316,0.85887,0.86942,0.86644,0.70801,0.76923,0.59533,0.62456,0.48194,0.70811,3.38469,0.52765,0.59688,1.24721,0.00158703,0.00158703,0.00158703
148,714.113,0.77988,3.21138,0.46563,0.69175,1.23909,0.9164,0.78307,0.87354,0.71741,0.85579,0.66071,0.6651,0.48101,0.67042,3.40053,0.52566,0.55142,1.25095,0.0015842,0.0015842,0.0015842
149,718.836,0.80263,3.21172,0.47196,0.70612,1.2558,0.88864,0.855,0.89541,0.7371,0.83771,0.64529,0.67482,0.50069,0.6262,3.43216,0.51638,0.53664,1.19055,0.00158137,0.00158137,0.00158137
150,723.584,0.77055,3.34145,0.47008,0.69169,1.2364,0.90734,0.87429,0.87973,0.7154,0.81644,0.66071,0.66349,0.49142,0.68465,3.42108,0.53734,0.5531,1.27749,0.00157854,0.00157854,0.00157854
151,728.327,0.75868,3.19944,0.47158,0.68306,1.21781,0.90487,0.84932,0.88338,0.70873,0.85243,0.625,0.65272,0.49757,0.69296,3.38203,0.51768,0.56587,1.25646,0.00157571,0.00157571,0.00157571
152,733.104,0.79917,3.22973,0.46939,0.7176,1.25169,0.93448,0.76412,0.86991,0.70594,0.83637,0.60714,0.63254,0.51469,0.65649,3.28817,0.5249,0.56094,1.23012,0.00157289,0.00157289,0.00157289
153,737.855,0.77067,3.01277,0.46343,0.69162,1.22502,0.86742,0.83929,0.87212,0.70193,0.84978,0.64286,0.64702,0.49278,0.70501,3.52276,0.49479,0.54352,1.27207,0.00157006,0.00157006,0.00157006
154,742.692,0.81073,3.11701,0.46841,0.69112,1.25186,0.87636,0.89286,0.88125,0.73544,0.85188,0.64286,0.66291,0.52553,0.65919,3.41711,0.51058,0.54165,1.24071,0.00156723,0.00156723,0.00156723
155,747.421,0.77451,3.13745,0.46796,0.67753,1.23584,0.92415,0.87039,0.90183,0.72943,0.8444,0.67857,0.68361,0.51809,0.69724,3.37316,0.50679,0.49628,1.29349,0.0015644,0.0015644,0.0015644
156,752.183,0.78289,3.03625,0.46827,0.69493,1.23408,0.92018,0.85714,0.88179,0.71759,0.89458,0.64286,0.6777,0.5341,0.69918,3.23645,0.515,0.53991,1.28466,0.00156157,0.00156157,0.00156157
157,756.919,0.7832,3.08798,0.47044,0.70097,1.22899,0.88565,0.85714,0.87962,0.70429,0.79902,0.66071,0.64087,0.48098,0.67883,3.43628,0.51813,0.53977,1.27296,0.00155874,0.00155874,0.00155874
158,761.625,0.76253,3.18581,0.46549,0.68783,1.21864,0.85898,0.85714,0.87208,0.72123,0.78564,0.69643,0.68661,0.51117,0.67258,3.25162,0.50829,0.54591,1.28246,0.00155591,0.00155591,0.00155591
159,766.308,0.77646,3.1869,0.46923,0.69164,1.22819,0.85728,0.875,0.8757,0.70815,0.72816,0.66071,0.64663,0.47231,0.70392,3.48938,0.52908,0.57709,1.28968,0.00155309,0.00155309,0.00155309
160,771.063,0.7841,3.34498,0.47484,0.69959,1.23734,0.82801,0.85714,0.85927,0.70367,0.79321,0.71429,0.68328,0.50737,0.68223,3.15285,0.50872,0.61107,1.28475,0.00155026,0.00155026,0.00155026
161,775.906,0.75646,3.10789,0.46379,0.67473,1.22045,0.87168,0.89286,0.89855,0.73561,0.87439,0.71429,0.72173,0.52737,0.66621,3.3015,0.50176,0.53734,1.24567,0.00154743,0.00154743,0.00154743
162,780.669,0.78444,3.10277,0.4696,0.68974,1.23338,0.87257,0.85597,0.87212,0.72395,0.88261,0.71429,0.72652,0.54055,0.66904,3.32089,0.52628,0.57363,1.23794,0.0015446,0.0015446,0.0015446
163,785.43,0.7537,2.95466,0.46251,0.67106,1.20247,0.92023,0.75,0.85764,0.71751,0.85599,0.625,0.6347,0.48887,0.64247,3.30339,0.52161,0.54776,1.24056,0.00154177,0.00154177,0.00154177
164,790.151,0.75663,3.19391,0.46716,0.69181,1.22175,0.85448,0.83888,0.8556,0.6882,0.89335,0.64286,0.69949,0.47407,0.70364,3.42485,0.52611,0.57402,1.30122,0.00153894,0.00153894,0.00153894
165,794.858,0.74898,2.91713,0.45367,0.67589,1.22381,0.87249,0.85537,0.86254,0.70268,0.84822,0.64286,0.64962,0.52169,0.67807,3.24971,0.50792,0.57463,1.24637,0.00153611,0.00153611,0.00153611
166,799.556,0.75032,3.1567,0.46414,0.68593,1.21309,0.88545,0.82829,0.86822,0.68674,0.87532,0.625,0.65073,0.48902,0.71266,3.27445,0.54053,0.5848,1.27686,0.00153329,0.00153329,0.00153329
167,804.283,0.76817,2.98294,0.45775,0.67408,1.23247,0.87207,0.85213,0.88606,0.71756,0.86213,0.60714,0.65366,0.48877,0.71333,3.30595,0.51866,0.52716,1.30015,0.00153046,0.00153046,0.00153046
168,809.176,0.75172,3.08306,0.46172,0.67012,1.22124,0.84552,0.89286,0.87773,0.70952,0.78269,0.625,0.64575,0.44714,0.70141,3.42855,0.49974,0.5404,1.25691,0.00152763,0.00152763,0.00152763
169,813.908,0.74462,3.0868,0.4697,0.67608,1.20491,0.84657,0.88684,0.86361,0.70515,0.85309,0.58929,0.5994,0.49709,0.68219,3.26769,0.49988,0.56473,1.24571,0.0015248,0.0015248,0.0015248
170,818.673,0.72571,2.98312,0.45471,0.6566,1.1927,0.88694,0.83929,0.86664,0.71367,0.80074,0.66071,0.64123,0.52023,0.6662,3.44127,0.50313,0.54373,1.22146,0.00152197,0.00152197,0.00152197
171,823.38,0.72619,3.16482,0.46013,0.66341,1.19948,0.89215,0.8864,0.8763,0.70769,0.7655,0.64126,0.63697,0.47717,0.69865,3.35986,0.5044,0.56108,1.25067,0.00151914,0.00151914,0.00151914
172,828.083,0.7412,3.06874,0.46596,0.66663,1.1975,0.81666,0.87497,0.86658,0.71667,0.84183,0.60714,0.64388,0.47565,0.65683,3.39833,0.51597,0.57213,1.23188,0.00151631,0.00151631,0.00151631
173,832.799,0.76526,3.06608,0.45874,0.68342,1.20775,0.86086,0.85714,0.85969,0.7091,0.85096,0.66071,0.67339,0.50487,0.66672,3.39229,0.49298,0.56038,1.24086,0.00151349,0.00151349,0.00151349
174,837.704,0.75321,2.967,0.45781,0.65922,1.21148,0.90708,0.89286,0.885,0.71094,0.83312,0.71321,0.68845,0.54697,0.68676,3.30156,0.51479,0.5488,1.26612,0.00151066,0.00151066,0.00151066
175,842.432,0.7259,2.92036,0.46341,0.64698,1.18136,0.8981,0.89286,0.88661,0.71851,0.86924,0.66071,0.68814,0.52117,0.65608,3.18688,0.51972,0.52985,1.22955,0.00150783,0.00150783,0.00150783
176,847.201,0.73674,2.95124,0.45749,0.65119,1.19023,0.8961,0.92408,0.8952,0.72776,0.73699,0.65059,0.62281,0.45494,0.68688,3.44807,0.50218,0.53999,1.2691,0.001505,0.001505,0.001505
177,851.919,0.76041,2.98933,0.47054,0.6668,1.20045,0.92697,0.90674,0.90854,0.74643,0.8998,0.64146,0.69722,0.50847,0.66063,3.39897,0.50901,0.53915,1.22924,0.00150217,0.00150217,0.00150217
178,856.693,0.7033,2.9922,0.45944,0.63803,1.17849,0.91984,0.89286,0.88487,0.72068,0.84482,0.69643,0.71136,0.54501,0.69664,3.34093,0.49885,0.51243,1.26956,0.00149934,0.00149934,0.00149934
179,861.412,0.73012,2.9848,0.45827,0.64102,1.1872,0.84463,0.875,0.867,0.68966,0.75661,0.66621,0.64794,0.51958,0.74208,3.28417,0.48718,0.58631,1.32513,0.00149651,0.00149651,0.00149651
180,866.163,0.71904,2.9968,0.45773,0.64146,1.19986,0.87699,0.89121,0.88423,0.7261,0.84208,0.67857,0.67437,0.49917,0.64766,3.40175,0.49923,0.51888,1.22679,0.00149369,0.00149369,0.00149369
181,871.079,0.72305,2.92591,0.45261,0.64861,1.19387,0.86046,0.89286,0.85677,0.70668,0.75858,0.69643,0.63641,0.47042,0.65374,3.41155,0.52288,0.56035,1.26282,0.00149086,0.00149086,0.00149086
182,875.772,0.74057,2.84828,0.45397,0.65387,1.19718,0.88425,0.83929,0.87283,0.73115,0.84328,0.67857,0.69075,0.53653,0.64562,3.2541,0.50647,0.53254,1.25395,0.00148803,0.00148803,0.00148803
183,880.499,0.72561,2.91829,0.45881,0.64591,1.19056,0.82675,0.85222,0.86526,0.71252,0.8129,0.66071,0.65208,0.53145,0.65983,3.26586,0.49185,0.54573,1.23177,0.0014852,0.0014852,0.0014852
184,885.225,0.72736,2.97955,0.46083,0.64203,1.18664,0.90686,0.86939,0.88562,0.72542,0.83386,0.62743,0.65072,0.50929,0.65271,3.47241,0.50773,0.52046,1.21667,0.00148237,0.00148237,0.00148237
185,889.939,0.70548,2.93374,0.45967,0.63454,1.17024,0.88695,0.875,0.8868,0.74007,0.82524,0.625,0.61897,0.47509,0.66938,3.44749,0.49979,0.51167,1.21357,0.00147954,0.00147954,0.00147954
186,894.665,0.72027,2.77786,0.4485,0.64594,1.18244,0.90543,0.85714,0.88125,0.72148,0.82904,0.69284,0.66043,0.48451,0.68212,3.25949,0.5062,0.53871,1.24171,0.00147671,0.00147671,0.00147671
187,899.506,0.7164,2.81893,0.45444,0.63887,1.17955,0.93741,0.80238,0.86691,0.71929,0.80386,0.65871,0.65645,0.51894,0.67082,3.3335,0.52234,0.55503,1.27052,0.00147389,0.00147389,0.00147389
188,904.225,0.71458,2.89055,0.44977,0.63999,1.18488,0.89481,0.89286,0.88485,0.71349,0.86864,0.66071,0.67721,0.49815,0.71398,3.45995,0.50173,0.504,1.25754,0.00147106,0.00147106,0.00147106
189,908.919,0.71611,2.92388,0.45224,0.64527,1.18362,0.87042,0.89286,0.87752,0.70451,0.81332,0.625,0.67248,0.52482,0.70888,3.26664,0.51061,0.51686,1.27697,0.00146823,0.00146823,0.00146823
190,913.623,0.71367,2.82933,0.45593,0.63862,1.17768,0.89856,0.83929,0.85626,0.72215,0.76703,0.71429,0.63646,0.50072,0.6646,3.33523,0.51536,0.55262,1.2679,0.0014654,0.0014654,0.0014654
191,918.317,0.7273,2.78691,0.45804,0.64378,1.17629,0.87015,0.85714,0.87603,0.71493,0.91512,0.69643,0.72981,0.53841,0.68971,3.2946,0.50543,0.5534,1.248,0.00146257,0.00146257,0.00146257
192,923.038,0.71548,2.80769,0.44818,0.63107,1.18117,0.877,0.91071,0.87564,0.71557,0.81857,0.69643,0.69585,0.55229,0.65332,3.21353,0.50321,0.53339,1.23164,0.00145974,0.00145974,0.00145974
193,927.941,0.71259,2.88143,0.45482,0.62985,1.17007,0.86189,0.89155,0.8828,0.71275,0.8587,0.73214,0.73768,0.565,0.71686,3.14682,0.51098,0.51063,1.27619,0.00145691,0.00145691,0.00145691
194,932.715,0.71024,2.91141,0.46402,0.61962,1.16628,0.83857,0.875,0.87839,0.72314,0.88394,0.71429,0.70391,0.50468,0.67253,3.3226,0.48877,0.53792,1.25388,0.00145409,0.00145409,0.00145409
195,937.424,0.71452,2.93127,0.45613,0.63779,1.17166,0.8462,0.85714,0.86587,0.69037,0.78754,0.69643,0.67298,0.49762,0.75183,3.22229,0.48259,0.59383,1.30031,0.00145126,0.00145126,0.00145126
196,942.173,0.70213,2.82776,0.44588,0.62261,1.1783,0.89186,0.85714,0.89033,0.72572,0.81925,0.69643,0.67256,0.52625,0.6723,3.18829,0.51176,0.5616,1.22606,0.00144843,0.00144843,0.00144843
197,946.882,0.70738,2.87317,0.45129,0.63684,1.18746,0.89993,0.85714,0.8738,0.70527,0.90923,0.67857,0.71249,0.54656,0.68996,3.21074,0.50889,0.57803,1.25318,0.0014456,0.0014456,0.0014456
198,951.594,0.70607,2.80935,0.44643,0.63341,1.17291,0.84772,0.85714,0.85574,0.72135,0.80608,0.69643,0.67678,0.48802,0.67221,3.43262,0.50049,0.56898,1.2678,0.00144277,0.00144277,0.00144277
199,956.396,0.72608,2.8287,0.45134,0.638,1.18495,0.90156,0.80357,0.86313,0.72068,0.86012,0.69643,0.73147,0.52725,0.65688,3.14672,0.48189,0.54703,1.24088,0.00143994,0.00143994,0.00143994
200,961.108,0.71505,2.87547,0.46007,0.62875,1.16802,0.89359,0.875,0.88892,0.73388,0.8309,0.66071,0.68405,0.52932,0.67443,3.32359,0.49232,0.53959,1.25086,0.00143711,0.00143711,0.00143711
201,965.799,0.70753,2.75358,0.4455,0.63558,1.17625,0.83391,0.875,0.87449,0.6979,0.83947,0.69643,0.6755,0.44574,0.68135,3.45543,0.51134,0.58747,1.26477,0.00143429,0.00143429,0.00143429
202,970.503,0.71603,2.8327,0.45255,0.63847,1.16978,0.87461,0.87195,0.87058,0.72007,0.85684,0.64129,0.64547,0.52614,0.69197,3.27902,0.51037,0.54334,1.27244,0.00143146,0.00143146,0.00143146
203,975.217,0.70207,2.94054,0.45064,0.62435,1.16522,0.83295,0.875,0.87643,0.72123,0.77275,0.69643,0.67103,0.53223,0.69518,3.19728,0.48282,0.53995,1.29876,0.00142863,0.00142863,0.00142863
204,979.949,0.67778,2.86862,0.45466,0.60941,1.15884,0.87509,0.89286,0.88042,0.73515,0.8784,0.66071,0.68344,0.5242,0.63548,3.22796,0.47881,0.46807,1.25045,0.0014258,0.0014258,0.0014258
205,984.833,0.66606,2.73486,0.44551,0.60091,1.13946,0.86312,0.90092,0.88048,0.7222,0.8736,0.74057,0.73981,0.54802,0.67801,3.31062,0.47262,0.52638,1.29662,0.00142297,0.00142297,0.00142297
206,989.528,0.68603,2.80484,0.44933,0.61562,1.15208,0.85701,0.85714,0.8651,0.71738,0.75134,0.69643,0.67192,0.51315,0.64799,3.40448,0.48311,0.58035,1.25299,0.00142014,0.00142014,0.00142014
207,994.237,0.69135,2.75227,0.44901,0.61326,1.15174,0.89877,0.83929,0.87839,0.7377,0.90273,0.69643,0.72978,0.55102,0.67,3.28614,0.49861,0.52521,1.27179,0.00141731,0.00141731,0.00141731
208,999.012,0.70638,2.59152,0.44274,0.62697,1.16287,0.88979,0.91071,0.89245,0.72819,0.90351,0.66071,0.70918,0.54624,0.64773,3.22818,0.48411,0.48847,1.23747,0.00141449,0.00141449,0.00141449
209,1003.76,0.69236,2.92981,0.45302,0.61759,1.16906,0.89466,0.90996,0.89254,0.74102,0.90124,0.67857,0.69139,0.49871,0.67821,3.23789,0.47708,0.51326,1.27495,0.00141166,0.00141166,0.00141166
210,1008.45,0.69709,2.82802,0.44982,0.60628,1.16278,0.89256,0.89016,0.89037,0.7401,0.87798,0.77098,0.74595,0.51778,0.66733,3.21308,0.48561,0.54119,1.25527,0.00140883,0.00140883,0.00140883
211,1013.15,0.73326,2.82094,0.44686,0.63126,1.17386,0.85307,0.89286,0.8842,0.71988,0.78287,0.71429,0.69275,0.54945,0.67897,3.15767,0.48418,0.54824,1.28029,0.001406,0.001406,0.001406
212,1018.07,0.67563,2.9049,0.45633,0.5844,1.13336,0.90427,0.875,0.87192,0.72655,0.80116,0.67857,0.66832,0.55909,0.63513,3.18632,0.48826,0.5253,1.24077,0.00140317,0.00140317,0.00140317
213,1022.75,0.68911,2.73903,0.44973,0.60903,1.16592,0.90892,0.89103,0.8839,0.71782,0.80886,0.73214,0.70793,0.52022,0.64686,3.2462,0.49067,0.50255,1.24183,0.00140034,0.00140034,0.00140034
214,1027.47,0.71335,2.83708,0.45493,0.62234,1.18082,0.90062,0.875,0.90651,0.7371,0.74918,0.67857,0.65833,0.51147,0.66709,3.30426,0.48913,0.51339,1.2387,0.00139751,0.00139751,0.00139751
215,1032.17,0.69983,2.73225,0.44613,0.61672,1.16465,0.84394,0.875,0.86782,0.72759,0.85866,0.7595,0.72479,0.56623,0.63373,3.0724,0.4889,0.50241,1.27895,0.00139469,0.00139469,0.00139469
216,1036.93,0.66642,2.84499,0.45014,0.58774,1.13278,0.90441,0.84485,0.87983,0.72524,0.90652,0.64286,0.69955,0.54001,0.67063,3.26477,0.4889,0.49941,1.24341,0.00139186,0.00139186,0.00139186
217,1041.76,0.66863,2.71819,0.43803,0.59294,1.13019,0.8787,0.9056,0.89169,0.74105,0.83065,0.69643,0.70405,0.52249,0.64897,3.20077,0.48492,0.50794,1.25622,0.00138903,0.00138903,0.00138903
218,1046.49,0.69639,2.69661,0.43732,0.6154,1.15124,0.93868,0.82014,0.88523,0.74282,0.81119,0.69643,0.68364,0.50966,0.63374,3.17714,0.47013,0.50804,1.20964,0.0013862,0.0013862,0.0013862
219,1051.22,0.67933,2.71721,0.44196,0.60249,1.14779,0.87878,0.91071,0.90572,0.74794,0.84942,0.69643,0.72556,0.52759,0.62748,3.2355,0.4655,0.52603,1.24942,0.00138337,0.00138337,0.00138337
220,1055.98,0.68264,2.69933,0.43814,0.59825,1.14418,0.8649,0.89286,0.88396,0.73933,0.84353,0.71429,0.6873,0.51364,0.63217,3.37823,0.49761,0.52189,1.21937,0.00138054,0.00138054,0.00138054
221,1060.68,0.6859,2.80066,0.44498,0.60679,1.14978,0.90471,0.84783,0.88247,0.70296,0.84774,0.67857,0.64894,0.50472,0.6908,3.34175,0.4885,0.5317,1.30514,0.00137771,0.00137771,0.00137771
222,1065.41,0.6608,2.72657,0.44015,0.59179,1.13553,0.86804,0.89286,0.89034,0.73619,0.93091,0.72192,0.748,0.51405,0.67012,3.24739,0.49223,0.50781,1.28315,0.00137489,0.00137489,0.00137489
223,1070.12,0.6536,2.67458,0.44911,0.58264,1.11748,0.8903,0.86964,0.88044,0.71776,0.81294,0.66071,0.61983,0.4734,0.64632,3.31564,0.47967,0.52989,1.23705,0.00137206,0.00137206,0.00137206
224,1075.03,0.65289,2.75266,0.44354,0.59427,1.1381,0.89061,0.875,0.87116,0.71658,0.85394,0.73086,0.69006,0.50236,0.64517,3.28025,0.49277,0.53146,1.28162,0.00136923,0.00136923,0.00136923
225,1079.72,0.678,2.71932,0.44508,0.59437,1.14639,0.91162,0.83929,0.879,0.73695,0.90771,0.70261,0.72586,0.49756,0.62731,3.21552,0.47653,0.50436,1.22349,0.0013664,0.0013664,0.0013664
226,1084.39,0.68711,2.80017,0.44682,0.61305,1.15641,0.84405,0.91071,0.87616,0.72166,0.88434,0.66071,0.68543,0.54797,0.63363,3.09875,0.47875,0.52888,1.25646,0.00136357,0.00136357,0.00136357
227,1089.06,0.65938,2.69658,0.44106,0.5956,1.13281,0.84884,0.92857,0.88456,0.74468,0.90548,0.67857,0.74055,0.54122,0.58742,3.07888,0.47783,0.49555,1.19484,0.00136074,0.00136074,0.00136074
228,1093.83,0.65982,2.62497,0.44138,0.57907,1.13242,0.88547,0.82843,0.88073,0.74376,0.8949,0.69643,0.72643,0.53591,0.6176,3.18038,0.4877,0.51906,1.24771,0.00135791,0.00135791,0.00135791
229,1098.7,0.68195,2.58062,0.43812,0.60493,1.14789,0.92912,0.85714,0.88232,0.74285,0.84434,0.66071,0.67484,0.49483,0.61219,3.2419,0.48956,0.49058,1.22731,0.00135509,0.00135509,0.00135509
230,1103.33,0.65239,2.79204,0.4437,0.58634,1.13626,0.91684,0.85714,0.88467,0.74109,0.88355,0.67748,0.71074,0.52935,0.63115,3.19323,0.4866,0.52529,1.21948,0.00135226,0.00135226,0.00135226
231,1108.04,0.66974,2.78643,0.44171,0.59667,1.13704,0.89123,0.85714,0.88205,0.73861,0.91615,0.73214,0.76185,0.54996,0.61209,3.16252,0.47249,0.51014,1.2027,0.00134943,0.00134943,0.00134943
232,1112.76,0.64083,2.42865,0.4433,0.56892,1.11038,0.86921,0.89286,0.88562,0.73687,0.92986,0.71023,0.73589,0.56536,0.61571,3.10026,0.48197,0.50393,1.18405,0.0013466,0.0013466,0.0013466
233,1117.49,0.65413,2.68142,0.42834,0.58767,1.13671,0.90953,0.875,0.89483,0.73281,0.87654,0.73214,0.74156,0.52897,0.64129,3.20583,0.49015,0.52261,1.23581,0.00134377,0.00134377,0.00134377
