epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
234,1122.14,0.66671,2.65926,0.43585,0.58036,1.14099,0.90131,0.875,0.88666,0.72618,0.80749,0.73214,0.70654,0.51629,0.6531,3.21908,0.47764,0.52016,1.24773,0.00134094,0.00134094,0.00134094
235,1126.86,0.67746,2.67873,0.43944,0.59055,1.14165,0.91666,0.83929,0.87382,0.70718,0.83228,0.69643,0.67845,0.51992,0.68297,3.22048,0.45868,0.52711,1.27642,0.00133811,0.00133811,0.00133811
236,1131.74,0.6793,2.59302,0.43361,0.60196,1.14374,0.93616,0.875,0.89977,0.74309,0.87496,0.7497,0.74742,0.54486,0.60176,3.38433,0.45467,0.50139,1.21893,0.00133529,0.00133529,0.00133529
237,1136.48,0.65696,2.74976,0.44598,0.57511,1.12779,0.8996,0.89286,0.8817,0.73527,0.88451,0.73214,0.72725,0.5316,0.61971,3.07794,0.46371,0.46955,1.20602,0.00133246,0.00133246,0.00133246
238,1141.19,0.64736,2.64486,0.43089,0.57852,1.12239,0.93072,0.875,0.87988,0.74458,0.82475,0.76786,0.74259,0.56694,0.60211,2.99387,0.4785,0.4897,1.19075,0.00132963,0.00132963,0.00132963
239,1145.88,0.64407,2.59856,0.43555,0.56744,1.10444,0.90655,0.86625,0.89205,0.7443,0.84651,0.68949,0.69484,0.50429,0.61177,3.29339,0.4814,0.48683,1.21081,0.0013268,0.0013268,0.0013268
240,1150.61,0.64566,2.60837,0.43631,0.57116,1.12011,0.90489,0.89286,0.88063,0.73989,0.82871,0.71429,0.68644,0.52538,0.59032,3.31299,0.47512,0.47356,1.20495,0.00132397,0.00132397,0.00132397
241,1155.34,0.6544,2.52651,0.44502,0.57574,1.13787,0.94201,0.87036,0.89255,0.73645,0.85241,0.69643,0.73646,0.5825,0.61981,3.24194,0.46577,0.4668,1.21167,0.00132114,0.00132114,0.00132114
242,1160.2,0.67275,2.72405,0.45138,0.58075,1.12675,0.85933,0.87274,0.87451,0.73742,0.8293,0.69643,0.67433,0.51902,0.58929,3.33023,0.47576,0.48454,1.20519,0.00131831,0.00131831,0.00131831
243,1164.92,0.67,2.76386,0.44898,0.59114,1.13055,0.87487,0.87396,0.864,0.72505,0.80173,0.67857,0.64359,0.48851,0.624,3.31201,0.46879,0.51325,1.21844,0.00131549,0.00131549,0.00131549
244,1169.68,0.65836,2.60045,0.43634,0.57205,1.12288,0.89927,0.83929,0.87902,0.7265,0.89074,0.72801,0.72942,0.53426,0.60759,3.17643,0.47873,0.51488,1.19442,0.00131266,0.00131266,0.00131266
245,1174.38,0.65876,2.59413,0.43614,0.57469,1.1285,0.91135,0.85714,0.87216,0.71683,0.80597,0.64286,0.63348,0.48277,0.57879,3.29013,0.48488,0.4864,1.18923,0.00130983,0.00130983,0.00130983
246,1179.11,0.6657,2.65014,0.44063,0.58676,1.13469,0.92728,0.91085,0.88703,0.73409,0.84517,0.69643,0.69669,0.55119,0.60766,3.25473,0.45228,0.47688,1.22363,0.001307,0.001307,0.001307
247,1183.98,0.64857,2.66399,0.43693,0.5706,1.11626,0.89383,0.90206,0.873,0.71958,0.8252,0.69643,0.6985,0.55083,0.59654,3.09289,0.47307,0.48942,1.18824,0.00130417,0.00130417,0.00130417
248,1188.69,0.64562,2.3843,0.41936,0.56803,1.11724,0.87734,0.875,0.86624,0.73155,0.92794,0.69643,0.74109,0.56699,0.64183,3.11878,0.48011,0.52994,1.24551,0.00130134,0.00130134,0.00130134
249,1193.39,0.65348,2.50411,0.433,0.57821,1.12865,0.92826,0.83929,0.87669,0.73154,0.85498,0.69643,0.70991,0.51489,0.61155,3.11369,0.48011,0.52324,1.22911,0.00129851,0.00129851,0.00129851
250,1198.09,0.64565,2.63315,0.44199,0.56436,1.11365,0.92574,0.89049,0.90197,0.7465,0.82015,0.67857,0.6562,0.50197,0.63186,3.34606,0.48544,0.50337,1.23647,0.00129569,0.00129569,0.00129569
251,1202.8,0.63111,2.65347,0.43607,0.55862,1.10454,0.87826,0.91071,0.90308,0.75198,0.88872,0.71309,0.71558,0.53575,0.58582,3.14189,0.47299,0.4984,1.21185,0.00129286,0.00129286,0.00129286
252,1207.54,0.62033,2.45592,0.42358,0.55761,1.10943,0.90077,0.875,0.88448,0.75168,0.90729,0.71429,0.718,0.5773,0.61273,3.04521,0.48357,0.49175,1.25473,0.00129003,0.00129003,0.00129003
253,1212.26,0.63441,2.70554,0.43672,0.56248,1.10812,0.86135,0.88754,0.88406,0.74393,0.89672,0.71429,0.74682,0.55213,0.6052,3.10148,0.47625,0.49477,1.24806,0.0012872,0.0012872,0.0012872
254,1217.14,0.63493,2.37717,0.42514,0.55194,1.10147,0.92007,0.875,0.8818,0.75357,0.86695,0.71429,0.71479,0.51062,0.5812,3.20044,0.46945,0.47584,1.19067,0.00128437,0.00128437,0.00128437
255,1221.87,0.62326,2.4051,0.42831,0.5489,1.10295,0.87865,0.90512,0.88208,0.7446,0.94264,0.73214,0.74986,0.57416,0.59387,3.17677,0.46158,0.46922,1.18077,0.00128154,0.00128154,0.00128154
256,1226.61,0.63819,2.5202,0.43196,0.56902,1.11522,0.89351,0.875,0.89059,0.75212,0.86542,0.68909,0.67972,0.52412,0.59783,3.25074,0.46107,0.47625,1.2041,0.00127871,0.00127871,0.00127871
257,1231.33,0.60421,2.49324,0.43443,0.54256,1.08956,0.88975,0.86472,0.87974,0.74676,0.86058,0.67857,0.67129,0.5072,0.59144,3.32198,0.46375,0.46555,1.18036,0.00127589,0.00127589,0.00127589
258,1236.01,0.63231,2.36478,0.43204,0.54853,1.11515,0.91336,0.94136,0.9032,0.74044,0.86827,0.7063,0.71695,0.53835,0.61318,3.22019,0.4755,0.4896,1.18911,0.00127306,0.00127306,0.00127306
259,1240.7,0.63704,2.45429,0.43178,0.56105,1.1037,0.86393,0.89286,0.88479,0.75402,0.83144,0.70476,0.70827,0.52202,0.61005,3.15151,0.48375,0.49192,1.24184,0.00127023,0.00127023,0.00127023
260,1245.6,0.63538,2.6071,0.43397,0.57484,1.11891,0.9111,0.875,0.88703,0.7434,0.84782,0.6964,0.69696,0.53858,0.61824,3.11097,0.46903,0.51518,1.21681,0.0012674,0.0012674,0.0012674
261,1250.29,0.64338,2.50587,0.43067,0.56351,1.11442,0.92518,0.88331,0.89355,0.76044,0.88839,0.71072,0.73982,0.54999,0.59489,3.21121,0.46475,0.49796,1.22378,0.00126457,0.00126457,0.00126457
262,1255.01,0.64542,2.66528,0.43826,0.56793,1.10959,0.91719,0.85714,0.87991,0.73545,0.82869,0.69115,0.6843,0.52115,0.6195,3.11177,0.46783,0.50964,1.25087,0.00126174,0.00126174,0.00126174
263,1259.73,0.6367,2.50904,0.42394,0.56829,1.1128,0.86361,0.83929,0.86413,0.74332,0.80979,0.75,0.70685,0.55016,0.60395,3.20825,0.48479,0.48206,1.19863,0.00125891,0.00125891,0.00125891
264,1264.47,0.64517,2.40066,0.42691,0.5608,1.11574,0.90701,0.87092,0.86657,0.73798,0.84609,0.69643,0.68436,0.52625,0.60228,3.07213,0.4752,0.47678,1.22606,0.00125609,0.00125609,0.00125609
265,1269.17,0.62225,2.48432,0.43209,0.54955,1.08743,0.87806,0.90019,0.88736,0.73747,0.85139,0.71617,0.72317,0.54146,0.61918,3.18315,0.47859,0.48478,1.21529,0.00125326,0.00125326,0.00125326
266,1273.99,0.64273,2.46702,0.42265,0.56323,1.11228,0.90036,0.875,0.88454,0.74866,0.83034,0.67857,0.65264,0.52082,0.57694,3.08161,0.4685,0.47183,1.191,0.00125043,0.00125043,0.00125043
267,1278.69,0.63503,2.52852,0.43518,0.55623,1.10517,0.93422,0.82143,0.88336,0.74984,0.78614,0.66071,0.64574,0.51771,0.5989,3.24848,0.48787,0.48174,1.19598,0.0012476,0.0012476,0.0012476
268,1283.44,0.64112,2.49072,0.43534,0.56823,1.1146,0.85945,0.89286,0.89283,0.74162,0.83904,0.71429,0.72869,0.50947,0.62083,3.18328,0.46452,0.50669,1.20243,0.00124477,0.00124477,0.00124477
269,1288.14,0.61889,2.26434,0.4121,0.55024,1.10141,0.91371,0.94539,0.90284,0.75461,0.87081,0.73214,0.73146,0.53187,0.61226,3.13567,0.45585,0.46988,1.19994,0.00124194,0.00124194,0.00124194
270,1292.86,0.6399,2.50222,0.43149,0.55757,1.1109,0.871,0.84406,0.87927,0.74903,0.83398,0.71766,0.69813,0.53921,0.60627,3.19988,0.45981,0.47589,1.21491,0.00123911,0.00123911,0.00123911
271,1297.59,0.62141,2.38611,0.42464,0.54783,1.11103,0.87799,0.89958,0.88354,0.74332,0.79462,0.69097,0.67821,0.52432,0.62028,3.17889,0.45515,0.48465,1.25109,0.00123629,0.00123629,0.00123629
272,1302.66,0.64889,2.4677,0.43056,0.564,1.11945,0.84982,0.90943,0.87828,0.74637,0.7519,0.70361,0.66983,0.52974,0.60026,3.31982,0.4671,0.49685,1.22132,0.00123346,0.00123346,0.00123346
273,1307.46,0.6373,2.53216,0.43512,0.55981,1.11414,0.8621,0.91071,0.87331,0.74246,0.89825,0.67857,0.72434,0.53788,0.57734,3.17002,0.46375,0.48732,1.19756,0.00123063,0.00123063,0.00123063
274,1312.16,0.6124,2.58977,0.43279,0.55014,1.09912,0.88832,0.89286,0.89425,0.74404,0.88475,0.66071,0.68715,0.53539,0.56202,3.23303,0.47112,0.49585,1.19839,0.0012278,0.0012278,0.0012278
275,1316.87,0.61392,2.29862,0.42118,0.54453,1.08889,0.90905,0.89241,0.8785,0.73708,0.79571,0.66071,0.63933,0.50744,0.60709,3.32635,0.46208,0.4941,1.2101,0.00122497,0.00122497,0.00122497
276,1321.63,0.6362,2.25199,0.41739,0.55779,1.11378,0.84385,0.86857,0.8784,0.74545,0.84064,0.69643,0.70954,0.54199,0.59849,3.22661,0.46619,0.49399,1.22094,0.00122214,0.00122214,0.00122214
277,1326.38,0.62033,2.44952,0.42294,0.54708,1.10916,0.92479,0.8783,0.88979,0.75401,0.89646,0.73214,0.73783,0.53166,0.60057,3.10985,0.46854,0.4758,1.24039,0.00121931,0.00121931,0.00121931
278,1331.1,0.63091,2.46392,0.42721,0.55868,1.10872,0.92141,0.83743,0.88171,0.75399,0.85671,0.71429,0.7101,0.52422,0.57413,3.20986,0.47082,0.47548,1.21669,0.00121649,0.00121649,0.00121649
279,1335.95,0.60343,2.48261,0.42225,0.54282,1.09312,0.88499,0.89286,0.88051,0.75416,0.88441,0.71429,0.7322,0.53156,0.57533,3.16306,0.478,0.46612,1.22403,0.00121366,0.00121366,0.00121366
280,1340.67,0.61578,2.37577,0.42334,0.54236,1.10389,0.89112,0.875,0.8864,0.74591,0.89795,0.71429,0.73035,0.52277,0.59043,3.03145,0.45464,0.45883,1.22708,0.00121083,0.00121083,0.00121083
281,1345.4,0.62125,2.48638,0.42615,0.55679,1.09593,0.87614,0.91071,0.88251,0.74234,0.87625,0.69643,0.70168,0.5205,0.59928,3.22193,0.46085,0.4728,1.2143,0.001208,0.001208,0.001208
282,1350.14,0.61968,2.53192,0.42527,0.54623,1.09928,0.88982,0.89286,0.89268,0.74764,0.81971,0.64961,0.6537,0.51048,0.6181,3.34951,0.46417,0.46282,1.24127,0.00120517,0.00120517,0.00120517
283,1354.88,0.59393,2.28209,0.41495,0.5257,1.08046,0.8788,0.89286,0.89001,0.74696,0.85677,0.67857,0.70182,0.5441,0.61568,3.08908,0.47346,0.45428,1.22109,0.00120234,0.00120234,0.00120234
284,1359.61,0.59528,2.34978,0.42465,0.52272,1.07997,0.89023,0.875,0.88574,0.73448,0.86643,0.69643,0.70942,0.51672,0.62337,3.17003,0.47986,0.48816,1.24406,0.00119951,0.00119951,0.00119951
285,1364.52,0.61126,2.37699,0.42311,0.53786,1.09059,0.91784,0.89286,0.88927,0.75249,0.87871,0.71429,0.72329,0.51522,0.59919,3.2271,0.46415,0.47167,1.20358,0.00119669,0.00119669,0.00119669
286,1369.2,0.59752,2.34847,0.41749,0.53055,1.0741,0.92723,0.91018,0.88733,0.74881,0.92065,0.67857,0.7391,0.53525,0.57415,3.07618,0.4555,0.46036,1.2247,0.00119386,0.00119386,0.00119386
287,1373.93,0.61698,2.3503,0.42622,0.54207,1.08758,0.92556,0.88818,0.88532,0.74597,0.84982,0.71429,0.69352,0.50197,0.59827,3.24431,0.47307,0.47016,1.20755,0.00119103,0.00119103,0.00119103
288,1378.7,0.62194,2.45043,0.42441,0.54616,1.10316,0.89181,0.83929,0.87216,0.74109,0.88096,0.66078,0.6816,0.48847,0.59746,3.25684,0.48482,0.48311,1.18167,0.0011882,0.0011882,0.0011882
289,1383.43,0.62086,2.3346,0.41711,0.54664,1.09811,0.8769,0.89046,0.88871,0.74925,0.86651,0.69548,0.68336,0.49736,0.60879,3.39539,0.4843,0.46709,1.22433,0.00118537,0.00118537,0.00118537
290,1388.13,0.61161,2.43586,0.42926,0.53982,1.0927,0.87157,0.84835,0.87866,0.73998,0.78331,0.69643,0.65109,0.49749,0.58697,3.37107,0.4743,0.48333,1.19202,0.00118254,0.00118254,0.00118254
291,1392.97,0.61821,2.51756,0.42333,0.54805,1.09122,0.90338,0.83487,0.88274,0.76224,0.81747,0.75,0.73438,0.51875,0.57554,3.36927,0.46005,0.47175,1.20269,0.00117971,0.00117971,0.00117971
292,1397.7,0.59886,2.26239,0.41843,0.53135,1.08207,0.91735,0.85714,0.8866,0.74962,0.93398,0.75793,0.75062,0.53905,0.57674,3.21334,0.47488,0.46915,1.1965,0.00117689,0.00117689,0.00117689
293,1402.44,0.60793,2.24833,0.41669,0.52801,1.08532,0.9125,0.875,0.8873,0.74191,0.92667,0.76786,0.79004,0.50161,0.57547,3.18656,0.46627,0.46633,1.19536,0.00117406,0.00117406,0.00117406
294,1407.17,0.62629,2.44595,0.4264,0.54101,1.09696,0.89253,0.88985,0.8856,0.74293,0.85335,0.73214,0.73397,0.5318,0.58592,3.14664,0.46817,0.45738,1.21159,0.00117123,0.00117123,0.00117123
295,1411.88,0.63498,2.63118,0.43452,0.54822,1.09842,0.87796,0.89286,0.88867,0.76055,0.85415,0.73204,0.69522,0.5114,0.56574,3.17302,0.47599,0.46831,1.17851,0.0011684,0.0011684,0.0011684
296,1416.64,0.6108,2.4775,0.42213,0.54537,1.09807,0.89972,0.83929,0.87587,0.75137,0.85122,0.69643,0.7136,0.56693,0.56947,3.17361,0.48051,0.46548,1.17428,0.00116557,0.00116557,0.00116557
297,1421.35,0.6001,2.4112,0.42459,0.52797,1.07809,0.89598,0.875,0.88231,0.73992,0.9096,0.73214,0.74581,0.54419,0.56248,3.12998,0.46563,0.46925,1.16921,0.00116274,0.00116274,0.00116274
298,1426.22,0.60406,2.39809,0.42091,0.52656,1.09224,0.89117,0.85714,0.86908,0.74939,0.8885,0.75,0.7374,0.51889,0.57548,3.22177,0.47346,0.47447,1.20822,0.00115991,0.00115991,0.00115991
299,1430.92,0.60037,2.35565,0.41998,0.53479,1.09437,0.82185,0.90624,0.87001,0.75448,0.858,0.71429,0.71016,0.5205,0.56882,3.28045,0.47105,0.46488,1.18044,0.00115709,0.00115709,0.00115709
300,1435.67,0.61952,2.21503,0.41672,0.53166,1.0889,0.88404,0.83929,0.87684,0.73813,0.78193,0.73214,0.68801,0.51209,0.58259,3.27879,0.48448,0.49597,1.22995,0.00115426,0.00115426,0.00115426
301,1440.4,0.58187,2.38908,0.41,0.52705,1.08162,0.86419,0.90903,0.87093,0.74836,0.79962,0.71429,0.68089,0.51788,0.57047,3.23402,0.4641,0.47145,1.17925,0.00115143,0.00115143,0.00115143
302,1445.14,0.58674,2.2943,0.42395,0.51821,1.07079,0.88366,0.875,0.88071,0.75091,0.8748,0.73214,0.74927,0.55488,0.56938,3.30235,0.45585,0.45719,1.17088,0.0011486,0.0011486,0.0011486
303,1449.99,0.57022,2.28108,0.41003,0.50812,1.06724,0.81243,0.92813,0.88147,0.74781,0.9041,0.73214,0.76704,0.51292,0.58173,3.35648,0.46814,0.45704,1.16364,0.00114577,0.00114577,0.00114577
304,1454.75,0.59771,2.31823,0.4078,0.52879,1.0849,0.90888,0.89062,0.87672,0.74423,0.9106,0.73214,0.72221,0.54156,0.6051,3.10022,0.45176,0.48061,1.19571,0.00114294,0.00114294,0.00114294
305,1459.44,0.58529,2.34393,0.41645,0.5197,1.0732,0.91761,0.91071,0.89123,0.75514,0.86419,0.78571,0.78364,0.56544,0.58282,3.02458,0.46227,0.46784,1.17896,0.00114011,0.00114011,0.00114011
306,1464.13,0.6049,2.37793,0.42072,0.52399,1.08356,0.87757,0.85714,0.87813,0.74601,0.8095,0.78571,0.73293,0.52348,0.58468,3.22768,0.44616,0.49065,1.19432,0.00113729,0.00113729,0.00113729
307,1468.84,0.61166,2.34466,0.42318,0.53745,1.08745,0.90707,0.875,0.87034,0.75501,0.87335,0.71429,0.7395,0.55709,0.5845,3.09654,0.45417,0.47361,1.1778,0.00113446,0.00113446,0.00113446
308,1473.58,0.60825,2.40138,0.42678,0.53143,1.08342,0.90903,0.89224,0.87163,0.75945,0.872,0.69643,0.71541,0.5239,0.56864,3.20401,0.45971,0.4636,1.14869,0.00113163,0.00113163,0.00113163
309,1478.24,0.59548,2.37468,0.42392,0.52752,1.07273,0.86322,0.90162,0.87443,0.75698,0.8675,0.71429,0.72046,0.52724,0.57816,3.31983,0.45807,0.45286,1.16706,0.0011288,0.0011288,0.0011288
310,1483.1,0.59036,2.32735,0.41815,0.52097,1.07662,0.8688,0.875,0.87341,0.7627,0.86443,0.73214,0.72983,0.542,0.55625,3.29417,0.45942,0.47269,1.20275,0.00112597,0.00112597,0.00112597
311,1487.83,0.59071,2.4227,0.42473,0.51931,1.07897,0.90558,0.85639,0.87945,0.751,0.79196,0.75,0.70861,0.53227,0.58272,3.23189,0.46691,0.47288,1.20843,0.00112314,0.00112314,0.00112314
312,1492.62,0.60103,2.42692,0.42014,0.5257,1.07495,0.8973,0.82143,0.87848,0.76011,0.85271,0.72375,0.68687,0.52642,0.58528,3.19681,0.46848,0.49333,1.21239,0.00112031,0.00112031,0.00112031
313,1497.37,0.59831,2.21682,0.41075,0.52895,1.08244,0.87089,0.85714,0.88214,0.76166,0.91168,0.73736,0.75225,0.52803,0.5527,3.16399,0.47742,0.46255,1.20119,0.00111749,0.00111749,0.00111749
314,1502.04,0.59627,2.21836,0.41434,0.52508,1.07741,0.88996,0.86662,0.87851,0.75435,0.88696,0.75,0.74081,0.51641,0.55169,3.22925,0.46854,0.48291,1.16551,0.00111466,0.00111466,0.00111466
315,1506.76,0.59851,2.3041,0.41799,0.53012,1.07919,0.88877,0.85609,0.88016,0.74884,0.91082,0.72959,0.75655,0.54753,0.55024,3.06878,0.46407,0.48552,1.17378,0.00111183,0.00111183,0.00111183
316,1511.7,0.5824,2.31798,0.42021,0.5142,1.06876,0.89745,0.85714,0.881,0.75469,0.81667,0.71429,0.71037,0.53554,0.55839,3.22552,0.45466,0.47457,1.20544,0.001109,0.001109,0.001109
317,1516.33,0.58463,2.21165,0.40531,0.51878,1.07737,0.88236,0.875,0.88641,0.75576,0.84338,0.69643,0.69927,0.51957,0.5643,3.24564,0.4597,0.46894,1.18873,0.00110617,0.00110617,0.00110617
318,1521.02,0.58829,2.19903,0.41723,0.51187,1.07308,0.9051,0.85159,0.87982,0.75608,0.8853,0.69643,0.69841,0.51652,0.58173,3.23489,0.46312,0.47932,1.22721,0.00110334,0.00110334,0.00110334
319,1525.72,0.57534,2.25263,0.41012,0.50409,1.06499,0.84277,0.91071,0.8792,0.74875,0.86848,0.7076,0.71515,0.52252,0.5754,3.24287,0.47426,0.49474,1.18433,0.00110051,0.00110051,0.00110051
320,1530.48,0.5863,2.21534,0.41558,0.51242,1.0751,0.91747,0.85714,0.88721,0.76343,0.87451,0.7467,0.72586,0.54305,0.5631,3.16743,0.46289,0.48233,1.17617,0.00109769,0.00109769,0.00109769
321,1535.22,0.56902,2.23244,0.41004,0.50323,1.05437,0.83348,0.89379,0.87708,0.7509,0.86412,0.73214,0.70547,0.53207,0.5596,3.1653,0.46316,0.48214,1.15691,0.00109486,0.00109486,0.00109486
322,1539.95,0.57055,2.32762,0.41668,0.50837,1.05669,0.87202,0.8518,0.87214,0.7526,0.93134,0.72675,0.73436,0.54271,0.55417,3.12823,0.46001,0.48064,1.16868,0.00109203,0.00109203,0.00109203
323,1544.86,0.59268,2.13906,0.40405,0.51263,1.07367,0.90359,0.83687,0.86684,0.76209,0.89043,0.72567,0.72375,0.55104,0.55004,3.08271,0.45708,0.47022,1.16476,0.0010892,0.0010892,0.0010892
324,1549.6,0.57106,2.31884,0.41684,0.50706,1.05227,0.84713,0.89286,0.88281,0.7598,0.88528,0.75,0.73448,0.57414,0.57201,3.13929,0.45123,0.47977,1.18525,0.00108637,0.00108637,0.00108637
325,1554.39,0.56617,2.1903,0.41094,0.49947,1.05901,0.86157,0.91071,0.88386,0.75576,0.88617,0.78571,0.75163,0.57613,0.58087,3.10687,0.45812,0.47685,1.18478,0.00108354,0.00108354,0.00108354
326,1559.13,0.5603,2.20451,0.4167,0.495,1.05211,0.87373,0.875,0.87401,0.75377,0.88249,0.78571,0.80522,0.60747,0.58682,3.08145,0.46116,0.48249,1.2131,0.00108071,0.00108071,0.00108071
327,1563.88,0.56187,2.26698,0.40862,0.49511,1.05425,0.93278,0.89286,0.89523,0.76165,0.8788,0.76786,0.77579,0.52702,0.60013,3.26054,0.4647,0.46687,1.2191,0.00107789,0.00107789,0.00107789
328,1568.62,0.56598,2.24164,0.40697,0.50106,1.05525,0.92619,0.89634,0.89971,0.77193,0.80656,0.74463,0.72757,0.54328,0.58152,3.15364,0.44806,0.4743,1.22678,0.00107506,0.00107506,0.00107506
329,1573.47,0.56799,2.22698,0.40932,0.49845,1.06195,0.87587,0.88206,0.88004,0.7621,0.83472,0.71429,0.70629,0.55155,0.55687,3.14167,0.45226,0.46924,1.17695,0.00107223,0.00107223,0.00107223
330,1578.17,0.58471,2.35989,0.42116,0.51744,1.07312,0.89009,0.875,0.89607,0.76067,0.88539,0.76786,0.77559,0.6009,0.55156,3.06393,0.44741,0.46912,1.16187,0.0010694,0.0010694,0.0010694
331,1582.9,0.57097,2.37861,0.41592,0.50689,1.06337,0.87854,0.90423,0.88098,0.76854,0.90213,0.73214,0.74383,0.5539,0.53364,3.15371,0.45697,0.45727,1.16858,0.00106657,0.00106657,0.00106657
332,1587.65,0.56078,2.21382,0.40897,0.49193,1.05728,0.88055,0.92154,0.88445,0.75816,0.85598,0.74302,0.71987,0.55662,0.58007,3.13451,0.45198,0.45592,1.20457,0.00106374,0.00106374,0.00106374
333,1592.36,0.57006,2.38973,0.42154,0.50535,1.05516,0.86515,0.92857,0.89837,0.76612,0.86989,0.71639,0.74556,0.56617,0.57065,3.29018,0.45636,0.47643,1.17824,0.00106091,0.00106091,0.00106091
334,1597.09,0.56897,2.31582,0.4199,0.50311,1.0605,0.86289,0.875,0.87844,0.75918,0.85487,0.71429,0.72675,0.57132,0.56925,3.28569,0.46195,0.46246,1.17647,0.00105809,0.00105809,0.00105809
335,1601.91,0.58576,2.19863,0.41386,0.50687,1.07014,0.89258,0.89034,0.88364,0.76422,0.8355,0.72564,0.71931,0.5252,0.57977,3.17056,0.45747,0.46736,1.24448,0.00105526,0.00105526,0.00105526
336,1606.63,0.57727,2.36841,0.41788,0.51183,1.06802,0.87468,0.87248,0.88156,0.76297,0.91467,0.76568,0.76751,0.55578,0.56079,3.18147,0.46711,0.46195,1.18486,0.00105243,0.00105243,0.00105243
337,1611.36,0.56115,2.24205,0.41076,0.49299,1.05322,0.90667,0.86745,0.87398,0.75051,0.9081,0.70593,0.72416,0.52463,0.57382,3.13304,0.46164,0.48253,1.17113,0.0010496,0.0010496,0.0010496
338,1616.08,0.56693,2.36879,0.41694,0.49877,1.04627,0.8971,0.89286,0.88673,0.76627,0.84367,0.69643,0.67741,0.5204,0.54796,3.20952,0.46857,0.47353,1.15351,0.00104677,0.00104677,0.00104677
339,1621.06,0.57292,2.14635,0.40422,0.49853,1.05436,0.90883,0.875,0.87983,0.75745,0.8678,0.75,0.74164,0.55571,0.58083,3.17342,0.45875,0.47294,1.20085,0.00104394,0.00104394,0.00104394
340,1625.8,0.57115,2.17668,0.39793,0.50419,1.06775,0.89352,0.89918,0.90586,0.76899,0.8733,0.76786,0.74533,0.5594,0.52883,3.18222,0.46267,0.454,1.16554,0.00104111,0.00104111,0.00104111
341,1630.51,0.55924,2.31834,0.40922,0.49764,1.05431,0.91069,0.875,0.90452,0.78125,0.90203,0.76786,0.77044,0.55505,0.54053,3.16611,0.44903,0.46348,1.16213,0.00103829,0.00103829,0.00103829
342,1635.36,0.56352,2.15699,0.40549,0.50209,1.0562,0.83382,0.89606,0.90202,0.77877,0.90396,0.75,0.74483,0.56336,0.54342,3.13953,0.4513,0.46682,1.16363,0.00103546,0.00103546,0.00103546
343,1640.08,0.54652,2.28414,0.4113,0.4874,1.04355,0.88822,0.85143,0.87936,0.76469,0.84106,0.76786,0.7456,0.57932,0.58651,3.11729,0.44773,0.46414,1.22635,0.00103263,0.00103263,0.00103263
344,1644.8,0.56296,2.43515,0.4151,0.49893,1.05227,0.90638,0.86453,0.87861,0.76758,0.85305,0.76786,0.75237,0.55206,0.53519,3.17852,0.44742,0.47572,1.19418,0.0010298,0.0010298,0.0010298
345,1649.52,0.54879,2.22674,0.40722,0.49511,1.03356,0.92462,0.89286,0.87932,0.75707,0.86287,0.75,0.7285,0.5625,0.52885,3.2017,0.45517,0.47786,1.1652,0.00102697,0.00102697,0.00102697
346,1654.23,0.56799,2.27771,0.41005,0.50814,1.0561,0.87567,0.88046,0.87601,0.74255,0.85126,0.73214,0.72309,0.5597,0.55568,3.13037,0.46023,0.49184,1.18892,0.00102414,0.00102414,0.00102414
347,1658.93,0.5805,2.2353,0.40841,0.50923,1.0683,0.87316,0.86056,0.86972,0.74694,0.87351,0.74,0.73843,0.55222,0.56951,3.08122,0.45912,0.47785,1.20244,0.00102131,0.00102131,0.00102131
348,1663.82,0.5549,2.31149,0.40848,0.49324,1.05524,0.93855,0.81825,0.87668,0.75699,0.87609,0.75765,0.75722,0.60009,0.57627,3.05369,0.45665,0.4715,1.18417,0.00101849,0.00101849,0.00101849
349,1668.55,0.55337,2.18847,0.40407,0.49071,1.04853,0.88999,0.86686,0.8957,0.7621,0.88631,0.78571,0.76911,0.59766,0.55342,3.13302,0.46297,0.46132,1.1863,0.00101566,0.00101566,0.00101566
350,1673.28,0.56665,2.42266,0.41534,0.49639,1.05043,0.90958,0.85714,0.88386,0.76284,0.85692,0.74866,0.72183,0.57519,0.5311,3.14897,0.46086,0.47675,1.14436,0.00101283,0.00101283,0.00101283
351,1678.01,0.55887,2.10742,0.39921,0.48566,1.04824,0.92101,0.83292,0.87559,0.75688,0.81796,0.76786,0.72989,0.55545,0.5636,3.11543,0.45167,0.45908,1.20286,0.00101,0.00101,0.00101
352,1682.76,0.56467,2.06391,0.39819,0.49547,1.05841,0.9103,0.9062,0.89214,0.75649,0.84865,0.71429,0.7286,0.5209,0.57125,3.0268,0.45467,0.45175,1.18628,0.00100717,0.00100717,0.00100717
353,1687.51,0.55386,2.05586,0.39697,0.492,1.05823,0.90871,0.88884,0.89096,0.76224,0.81903,0.69643,0.70081,0.55304,0.54573,3.1197,0.45096,0.45504,1.18713,0.00100434,0.00100434,0.00100434
