epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,84.3592,3.23683,4.20387,3.1316,2.96257,0.03387,0.14205,0.01672,0.00489,0.04023,0.15909,0.0192,0.00615,3.08759,4.05169,3.66706,3.12304,0.00140273,0.00140273,0.00140273
15,89.0217,3.11273,4.15969,3.14066,2.98632,0.05747,0.10511,0.02382,0.00699,0.05768,0.10227,0.02792,0.00856,3.03989,3.81281,3.39095,3.03204,0.00140071,0.00140071,0.00140071
16,93.4824,3.08649,4.12887,3.08315,2.94458,0.05894,0.09659,0.03502,0.00949,0.06948,0.09091,0.04231,0.0145,2.98705,3.75069,3.15358,2.98465,0.00139868,0.00139868,0.00139868
17,97.9816,3.02743,3.9706,2.96347,2.86457,0.08177,0.1108,0.03795,0.01193,0.09196,0.11648,0.04372,0.01795,2.96111,3.64174,3.2506,2.92994,0.00139666,0.00139666,0.00139666
18,102.475,3.00995,4.07523,2.9188,2.81307,0.10801,0.1392,0.04338,0.01161,0.12123,0.15625,0.0475,0.01476,2.90615,3.61577,3.28662,2.88226,0.00139464,0.00139464,0.00139464
19,107.108,2.99721,3.98986,2.88441,2.78159,0.0903,0.14205,0.03699,0.01089,0.11806,0.14489,0.04947,0.01554,2.91764,3.64764,3.30158,2.85913,0.00139262,0.00139262,0.00139262
20,111.875,2.97467,3.98442,2.86005,2.7149,0.11855,0.15341,0.05648,0.01898,0.1323,0.17898,0.06473,0.02519,2.83801,3.56688,3.01534,2.77957,0.0013906,0.0013906,0.0013906
21,116.542,2.96851,4.0191,2.74806,2.66005,0.15716,0.1392,0.06108,0.01732,0.16913,0.1392,0.07184,0.02472,2.75557,3.57109,3.70408,2.74522,0.00138858,0.00138858,0.00138858
22,121.275,2.90846,4.06273,2.81637,2.68799,0.11561,0.11364,0.05793,0.01598,0.14661,0.13519,0.07204,0.02495,2.72181,3.44424,2.70929,2.73525,0.00138656,0.00138656,0.00138656
23,125.602,2.85317,3.85349,2.78157,2.65101,0.13286,0.13352,0.05992,0.01946,0.16224,0.14489,0.0699,0.02638,2.73347,3.49516,2.71658,2.78483,0.00138454,0.00138454,0.00138454
24,130.151,2.78728,3.79668,2.70372,2.61507,0.101,0.1392,0.05414,0.01889,0.10925,0.15057,0.05897,0.02442,2.78053,3.42694,2.89639,2.76511,0.00138252,0.00138252,0.00138252
25,134.901,2.79977,3.84679,2.66236,2.56565,0.18188,0.16193,0.0949,0.0305,0.19121,0.17898,0.10369,0.04012,2.68009,3.49558,2.75494,2.65794,0.0013805,0.0013805,0.0013805
26,139.237,2.73895,3.74369,2.6458,2.53566,0.21631,0.17898,0.10434,0.03616,0.23472,0.19034,0.10958,0.04138,2.58511,3.42094,2.57229,2.6355,0.00137847,0.00137847,0.00137847
27,143.793,2.75943,3.90401,2.63696,2.56253,0.22914,0.15909,0.10586,0.03813,0.22914,0.15909,0.1044,0.04254,2.63204,3.48904,2.54031,2.66796,0.00137645,0.00137645,0.00137645
28,148.419,2.70698,3.89086,2.55905,2.52819,0.20464,0.15057,0.09902,0.03511,0.18594,0.15057,0.09804,0.04148,2.56629,3.36015,2.57085,2.65289,0.00137443,0.00137443,0.00137443
29,152.956,2.68376,3.78259,2.57858,2.46411,0.17883,0.1733,0.1052,0.04244,0.17003,0.16477,0.10091,0.04492,2.52282,3.37309,2.47144,2.61676,0.00137241,0.00137241,0.00137241
30,157.558,2.62353,3.76591,2.49625,2.4047,0.20279,0.17489,0.10085,0.03587,0.19505,0.17614,0.09685,0.0392,2.48921,3.47787,2.55445,2.6021,0.00137039,0.00137039,0.00137039
31,162.116,2.60338,3.65189,2.43994,2.36359,0.20578,0.19034,0.12129,0.04326,0.21875,0.17898,0.11384,0.04766,2.4694,3.32855,2.49762,2.55468,0.00136837,0.00136837,0.00136837
32,166.656,2.60725,3.77918,2.43655,2.36415,0.20511,0.23295,0.14728,0.05597,0.22659,0.24716,0.15156,0.06982,2.44501,3.3376,2.31465,2.54163,0.00136635,0.00136635,0.00136635
33,171.111,2.56624,3.60444,2.408,2.36455,0.19689,0.19318,0.11066,0.04056,0.21137,0.20739,0.11258,0.04954,2.40172,3.34703,2.48936,2.54258,0.00136433,0.00136433,0.00136433
34,175.546,2.53227,3.67078,2.36589,2.31776,0.26215,0.20455,0.1365,0.05027,0.27905,0.20452,0.13777,0.0584,2.35664,3.27263,2.38845,2.4718,0.00136231,0.00136231,0.00136231
35,179.89,2.4888,3.63139,2.32695,2.27321,0.22753,0.21023,0.15419,0.05944,0.24905,0.23011,0.16029,0.06731,2.38735,3.26294,2.42215,2.44643,0.00136029,0.00136029,0.00136029
36,184.41,2.49483,3.6402,2.30985,2.29482,0.25504,0.24716,0.16489,0.06413,0.25406,0.23295,0.15446,0.0697,2.33042,3.35143,2.30509,2.45684,0.00135826,0.00135826,0.00135826
37,188.947,2.44547,3.67707,2.276,2.22775,0.31781,0.25,0.21793,0.09235,0.34942,0.26092,0.21956,0.09843,2.26288,3.22106,2.20614,2.3435,0.00135624,0.00135624,0.00135624
38,193.644,2.44233,3.63879,2.20302,2.24139,0.28638,0.26705,0.2037,0.08598,0.30424,0.24432,0.19681,0.09409,2.22741,3.20468,2.45343,2.34579,0.00135422,0.00135422,0.00135422
39,198.046,2.34089,3.58364,2.15091,2.16002,0.30402,0.30398,0.22284,0.08504,0.3794,0.25878,0.23063,0.10189,2.25397,3.1953,2.26601,2.34394,0.0013522,0.0013522,0.0013522
40,202.627,2.35449,3.55213,2.22538,2.21996,0.35298,0.29545,0.23214,0.10055,0.35458,0.28562,0.23267,0.11349,2.2068,3.15265,2.24108,2.31937,0.00135018,0.00135018,0.00135018
41,207.396,2.31087,3.55764,2.09397,2.1092,0.32148,0.30682,0.22427,0.09857,0.32959,0.30966,0.22742,0.10703,2.1535,3.11803,2.18399,2.25923,0.00134816,0.00134816,0.00134816
42,211.827,2.34119,3.53664,2.16919,2.15896,0.47394,0.30114,0.30764,0.13171,0.49272,0.31534,0.3212,0.15296,2.13443,3.13713,2.07125,2.27604,0.00134614,0.00134614,0.00134614
43,216.292,2.37469,3.58873,2.13375,2.18665,0.42272,0.35157,0.31096,0.13899,0.43177,0.35511,0.31603,0.15417,2.03479,3.11463,2.0248,2.19137,0.00134412,0.00134412,0.00134412
44,221.076,2.30324,3.46023,1.99515,2.04587,0.4062,0.33807,0.31362,0.13199,0.42153,0.3125,0.29745,0.14411,2.09408,3.04059,1.98309,2.16807,0.0013421,0.0013421,0.0013421
45,225.515,2.29225,3.47554,2.0832,2.13091,0.40325,0.29545,0.28443,0.12565,0.39133,0.30114,0.26758,0.13189,2.10558,3.08789,2.0881,2.20708,0.00134008,0.00134008,0.00134008
46,230.087,2.28271,3.66479,2.05051,2.14471,0.45018,0.31818,0.33539,0.13592,0.48305,0.30966,0.33091,0.15358,2.11907,3.067,2.0091,2.23277,0.00133805,0.00133805,0.00133805
47,234.667,2.24333,3.50868,1.96444,2.06556,0.45393,0.34952,0.32295,0.15295,0.4692,0.35227,0.32889,0.16841,2.02863,2.99001,1.91877,2.16188,0.00133603,0.00133603,0.00133603
48,239.288,2.19373,3.37464,1.92312,2.01052,0.6481,0.3125,0.37509,0.17559,0.55998,0.32102,0.35157,0.17985,2.0292,2.99092,1.95712,2.15165,0.00133401,0.00133401,0.00133401
49,243.586,2.21439,3.44058,2.0021,2.0435,0.5174,0.34659,0.35861,0.16279,0.49442,0.36648,0.35733,0.1816,2.05443,3.04385,1.96183,2.14257,0.00133199,0.00133199,0.00133199
50,248.212,2.21941,3.47964,1.90279,1.99141,0.47297,0.36648,0.34121,0.16612,0.47739,0.36932,0.33169,0.17747,1.97666,2.93209,1.97299,2.10229,0.00132997,0.00132997,0.00132997
51,252.476,2.12674,3.35916,1.94329,2.05654,0.51902,0.33239,0.34981,0.17187,0.5317,0.33807,0.34911,0.18469,2.02669,3.09139,1.87055,2.12939,0.00132795,0.00132795,0.00132795
52,257.033,2.15126,3.38713,1.93148,2.01916,0.55668,0.36387,0.3942,0.18446,0.55704,0.375,0.39355,0.20629,1.98318,2.94642,1.85048,2.07873,0.00132593,0.00132593,0.00132593
53,261.384,2.2004,3.44639,1.88965,1.99106,0.53725,0.40057,0.39335,0.18726,0.55123,0.40057,0.38818,0.20224,1.96421,2.93804,1.84324,2.08917,0.00132391,0.00132391,0.00132391
54,265.964,2.13402,3.38207,1.84093,1.93164,0.54419,0.41761,0.40423,0.19123,0.54706,0.42045,0.40449,0.21363,1.89237,2.9585,1.814,2.05426,0.00132189,0.00132189,0.00132189
55,270.518,2.08202,3.28527,1.83643,1.91844,0.60429,0.40909,0.4338,0.20822,0.60775,0.40625,0.43306,0.22591,1.88472,2.92356,1.78139,2.036,0.00131987,0.00131987,0.00131987
56,275.045,2.06055,3.36111,1.84193,1.94729,0.55931,0.38636,0.39661,0.1781,0.55931,0.38636,0.38538,0.18788,1.9948,2.95637,1.88384,2.11282,0.00131784,0.00131784,0.00131784
57,279.66,2.07175,3.3264,1.73512,1.89853,0.53346,0.42555,0.41574,0.21409,0.55334,0.4375,0.41774,0.22166,1.87187,2.86985,1.69161,1.97947,0.00131582,0.00131582,0.00131582
58,284.385,2.07654,3.34359,1.75276,1.87935,0.61019,0.38244,0.42485,0.19195,0.61062,0.38352,0.39957,0.19896,1.93245,2.90898,1.87346,2.0515,0.0013138,0.0013138,0.0013138
59,289.211,2.07538,3.34998,1.73904,1.84305,0.57226,0.41809,0.43923,0.20437,0.56245,0.40909,0.41821,0.21514,1.88916,2.93051,1.64715,2.01339,0.00131178,0.00131178,0.00131178
60,294.072,2.04718,3.32814,1.72859,1.85124,0.56867,0.42698,0.44439,0.21655,0.57235,0.42898,0.43515,0.22694,1.84002,2.89687,1.6528,1.97627,0.00130976,0.00130976,0.00130976
61,298.644,1.98935,3.20916,1.72648,1.83015,0.57612,0.43182,0.44352,0.22803,0.67139,0.3947,0.44563,0.23373,1.84951,2.8611,1.65598,1.96567,0.00130774,0.00130774,0.00130774
62,303.278,2.03367,3.33956,1.75117,1.85126,0.57812,0.41193,0.43093,0.20836,0.58609,0.41761,0.42951,0.2341,1.82862,2.91419,1.76851,1.96006,0.00130572,0.00130572,0.00130572
63,308.117,1.98491,3.29865,1.6134,1.77002,0.56146,0.40625,0.39683,0.20989,0.54524,0.40625,0.39051,0.21615,1.84298,2.85335,1.75777,1.96362,0.0013037,0.0013037,0.0013037
64,312.668,1.93253,3.2705,1.64844,1.83407,0.62294,0.43466,0.44751,0.22474,0.58831,0.40909,0.40185,0.22161,1.80536,2.87136,1.67482,1.95424,0.00130168,0.00130168,0.00130168
65,317.45,1.95179,3.30998,1.62652,1.78589,0.69859,0.41761,0.47535,0.24107,0.67958,0.40625,0.44528,0.24333,1.79372,2.7855,1.64327,1.9019,0.00129966,0.00129966,0.00129966
66,322.245,1.99923,3.30439,1.66778,1.82211,0.60262,0.42614,0.46023,0.22589,0.56951,0.4233,0.44548,0.24423,1.81837,2.77256,1.61064,1.9347,0.00129763,0.00129763,0.00129763
67,326.869,1.97622,3.22543,1.60717,1.78185,0.62528,0.42898,0.45551,0.22247,0.62127,0.44034,0.4552,0.23813,1.80784,2.80329,1.59675,1.95069,0.00129561,0.00129561,0.00129561
68,331.517,1.9784,3.28115,1.63901,1.80244,0.63432,0.46591,0.48598,0.24271,0.64336,0.4517,0.46164,0.25283,1.7909,2.77418,1.57489,1.90554,0.00129359,0.00129359,0.00129359
69,336.022,1.92157,3.24121,1.64356,1.8015,0.61503,0.48295,0.49214,0.25086,0.63638,0.46023,0.48662,0.26321,1.75801,2.76739,1.54259,1.85499,0.00129157,0.00129157,0.00129157
70,340.76,1.91901,3.15308,1.59745,1.76965,0.63199,0.40909,0.43782,0.23607,0.64042,0.40983,0.43304,0.24992,1.77197,2.79084,1.62847,1.89768,0.00128955,0.00128955,0.00128955
71,345.42,1.86681,3.16355,1.58199,1.73098,0.58561,0.4376,0.42088,0.22736,0.60843,0.41477,0.41155,0.23315,1.71315,2.74657,1.62002,1.828,0.00128753,0.00128753,0.00128753
72,349.836,1.84274,3.11248,1.63759,1.75287,0.61705,0.44034,0.47035,0.25214,0.72604,0.38398,0.45074,0.25635,1.74236,2.74582,1.63227,1.86592,0.00128551,0.00128551,0.00128551
73,354.225,1.85346,3.08594,1.60296,1.73283,0.6606,0.4858,0.5209,0.27803,0.64363,0.47443,0.49632,0.27703,1.72216,2.74041,1.53838,1.81225,0.00128349,0.00128349,0.00128349
74,358.805,1.85256,3.12094,1.54922,1.69361,0.61293,0.4858,0.48969,0.2587,0.58863,0.48011,0.46406,0.26949,1.69231,2.7009,1.63684,1.8005,0.00128147,0.00128147,0.00128147
75,363.475,1.83049,3.19698,1.49789,1.6832,0.63838,0.4965,0.52317,0.2724,0.63456,0.48343,0.49223,0.27605,1.70628,2.72853,1.51288,1.79087,0.00127944,0.00127944,0.00127944
76,368.277,1.85992,3.20708,1.53324,1.71408,0.67898,0.43466,0.46292,0.23767,0.67366,0.42225,0.44051,0.23897,1.78906,2.6837,1.68467,1.88663,0.00127742,0.00127742,0.00127742
77,372.954,1.84143,3.11546,1.53636,1.72162,0.61812,0.46443,0.47337,0.26039,0.60677,0.45591,0.45049,0.26673,1.674,2.69467,1.57422,1.81324,0.0012754,0.0012754,0.0012754
78,377.448,1.83102,3.1862,1.55824,1.69062,0.6646,0.47443,0.50125,0.26904,0.67392,0.43448,0.4817,0.26862,1.69128,2.66465,1.48355,1.80597,0.00127338,0.00127338,0.00127338
79,381.875,1.81944,3.14721,1.53583,1.68408,0.7025,0.44318,0.5128,0.28726,0.65787,0.44318,0.49369,0.28958,1.64711,2.66737,1.43855,1.76054,0.00127136,0.00127136,0.00127136
80,386.464,1.76193,3.01575,1.48968,1.63759,0.66611,0.48011,0.52987,0.28861,0.66611,0.48011,0.50525,0.28891,1.64615,2.79125,1.3731,1.74378,0.00126934,0.00126934,0.00126934
81,391.124,1.84277,3.08956,1.50309,1.66177,0.7132,0.45739,0.52265,0.28738,0.70551,0.4517,0.48826,0.28373,1.58099,2.68904,1.44485,1.68765,0.00126732,0.00126732,0.00126732
82,395.717,1.80969,3.04948,1.48335,1.64876,0.6766,0.46875,0.49474,0.27711,0.67638,0.46307,0.48205,0.2802,1.64662,2.68185,1.49135,1.72127,0.0012653,0.0012653,0.0012653
83,400.252,1.80115,3.12934,1.50818,1.66771,0.70225,0.5,0.53802,0.29992,0.6827,0.50852,0.53424,0.31436,1.64031,2.6377,1.39466,1.73699,0.00126328,0.00126328,0.00126328
84,405.172,1.829,3.18569,1.48408,1.63591,0.69115,0.48011,0.53901,0.30274,0.7025,0.48295,0.5199,0.29888,1.61145,2.66636,1.47207,1.67413,0.00126126,0.00126126,0.00126126
85,409.699,1.75582,3.07237,1.45602,1.61793,0.6924,0.48295,0.5059,0.289,0.68523,0.48295,0.5032,0.29159,1.59392,2.63705,1.51464,1.71819,0.00125923,0.00125923,0.00125923
86,413.935,1.66824,2.9154,1.48983,1.61897,0.72891,0.46875,0.52027,0.29502,0.71991,0.46875,0.49556,0.28234,1.62173,2.65071,1.4227,1.71551,0.00125721,0.00125721,0.00125721
87,418.501,1.75287,3.09031,1.44917,1.61547,0.73705,0.5,0.54328,0.30951,0.72568,0.49148,0.51576,0.30444,1.58992,2.66938,1.38215,1.68279,0.00125519,0.00125519,0.00125519
88,423.006,1.71728,3.01035,1.38761,1.59337,0.70497,0.49716,0.53956,0.31272,0.70881,0.50284,0.52723,0.31357,1.52941,2.5728,1.34767,1.66907,0.00125317,0.00125317,0.00125317
89,427.615,1.72617,3.03903,1.38396,1.57171,0.66068,0.49432,0.51235,0.28799,0.66302,0.49432,0.49465,0.28,1.61426,2.62968,1.45464,1.70003,0.00125115,0.00125115,0.00125115
90,432.05,1.70916,2.95112,1.43002,1.60801,0.71253,0.48587,0.52241,0.29116,0.7633,0.44886,0.50355,0.29379,1.56705,2.57512,1.45465,1.68343,0.00124913,0.00124913,0.00124913
91,436.609,1.76022,3.03249,1.45035,1.62247,0.65607,0.50852,0.52383,0.29605,0.66536,0.46875,0.49518,0.29838,1.56905,2.5506,1.4735,1.68191,0.00124711,0.00124711,0.00124711
92,440.999,1.61907,2.80487,1.36926,1.54781,0.70472,0.5153,0.56019,0.31218,0.70239,0.50284,0.53461,0.32567,1.59296,2.562,1.39026,1.67794,0.00124509,0.00124509,0.00124509
93,445.549,1.67916,2.89221,1.38048,1.54275,0.77243,0.50141,0.5477,0.31388,0.75506,0.49432,0.52583,0.3192,1.57988,2.54694,1.38062,1.66958,0.00124307,0.00124307,0.00124307
94,450.108,1.68705,2.95373,1.3894,1.56795,0.73996,0.48864,0.54183,0.30851,0.76552,0.48011,0.52563,0.30758,1.6075,2.52223,1.39089,1.70414,0.00124105,0.00124105,0.00124105
95,454.925,1.67367,2.85819,1.35728,1.52383,0.74952,0.48011,0.55132,0.31312,0.74508,0.47727,0.53068,0.31663,1.54385,2.51385,1.41244,1.65799,0.00123902,0.00123902,0.00123902
96,459.512,1.68248,2.90835,1.36887,1.54317,0.70841,0.49695,0.54285,0.31523,0.70436,0.49411,0.52751,0.32238,1.49406,2.52594,1.34776,1.63259,0.001237,0.001237,0.001237
97,463.916,1.67088,2.86389,1.35809,1.54215,0.77122,0.48864,0.5571,0.31973,0.76673,0.4858,0.53758,0.33503,1.54698,2.50555,1.33543,1.64783,0.00123498,0.00123498,0.00123498
98,468.556,1.6589,2.91816,1.36504,1.53748,0.72992,0.49716,0.54712,0.31286,0.72899,0.48907,0.52122,0.3147,1.57585,2.50292,1.38811,1.65272,0.00123296,0.00123296,0.00123296
99,473.258,1.66673,2.88464,1.35265,1.54384,0.67233,0.51989,0.54665,0.31594,0.68143,0.51652,0.53416,0.32212,1.5575,2.57395,1.36975,1.65802,0.00123094,0.00123094,0.00123094
100,477.823,1.64714,2.88783,1.32741,1.56828,0.74234,0.4517,0.51526,0.28098,0.76866,0.44886,0.50683,0.29117,1.65594,2.58674,1.44605,1.70748,0.00122892,0.00122892,0.00122892
101,482.248,1.64407,2.83955,1.34526,1.5645,0.74531,0.4858,0.5557,0.31949,0.77729,0.46875,0.53099,0.32988,1.5216,2.57949,1.33637,1.65719,0.0012269,0.0012269,0.0012269
102,486.664,1.62801,2.89671,1.33845,1.52022,0.72979,0.50284,0.55263,0.32388,0.73675,0.5009,0.54442,0.32425,1.56421,2.47251,1.33247,1.65552,0.00122488,0.00122488,0.00122488
103,491.24,1.65904,2.93878,1.3553,1.55626,0.78212,0.51136,0.55713,0.3272,0.7865,0.5128,0.54852,0.33524,1.50099,2.46552,1.35821,1.62147,0.00122286,0.00122286,0.00122286
104,495.774,1.59232,2.77365,1.31373,1.52355,0.74361,0.48011,0.53734,0.31481,0.76827,0.47094,0.5227,0.31709,1.5139,2.55877,1.44963,1.61915,0.00122084,0.00122084,0.00122084
105,500.322,1.57529,2.74662,1.25497,1.49129,0.78847,0.4871,0.55648,0.32535,0.73339,0.49716,0.53518,0.32504,1.51351,2.45335,1.38268,1.60241,0.00121881,0.00121881,0.00121881
106,504.835,1.62021,2.78507,1.30965,1.50488,0.74357,0.49427,0.55482,0.32597,0.74293,0.49261,0.53426,0.32513,1.50563,2.53299,1.35625,1.6505,0.00121679,0.00121679,0.00121679
107,509.338,1.64233,2.89703,1.31368,1.52994,0.77227,0.4858,0.53888,0.3125,0.77227,0.4858,0.51511,0.3186,1.58723,2.4602,1.46281,1.68679,0.00121477,0.00121477,0.00121477
108,513.987,1.62386,2.83707,1.28566,1.48167,0.70667,0.51136,0.55784,0.32531,0.7714,0.48295,0.53156,0.32995,1.50249,2.43585,1.34539,1.63608,0.00121275,0.00121275,0.00121275
109,518.392,1.5705,2.76964,1.25947,1.47618,0.69754,0.51989,0.58224,0.33798,0.77727,0.47588,0.55009,0.33231,1.53647,2.39266,1.28409,1.62717,0.00121073,0.00121073,0.00121073
110,523.032,1.59426,2.83086,1.27226,1.50422,0.79796,0.4858,0.55442,0.31879,0.7944,0.47159,0.52699,0.32788,1.55642,2.48066,1.27998,1.61187,0.00120871,0.00120871,0.00120871
111,527.463,1.60946,2.75452,1.28987,1.47809,0.78277,0.48295,0.52919,0.31342,0.77601,0.48011,0.51115,0.3194,1.54485,2.45972,1.39907,1.64551,0.00120669,0.00120669,0.00120669
112,532.058,1.63036,2.83583,1.30783,1.50751,0.72418,0.52959,0.5681,0.33634,0.7782,0.5,0.54743,0.34024,1.52682,2.50792,1.30351,1.61303,0.00120467,0.00120467,0.00120467
113,536.477,1.56357,2.73368,1.26283,1.4774,0.76144,0.51989,0.57148,0.33187,0.75312,0.5142,0.54916,0.33696,1.4976,2.51631,1.32052,1.62982,0.00120265,0.00120265,0.00120265
114,540.906,1.55942,2.69906,1.26298,1.45901,0.76089,0.51989,0.60073,0.35586,0.78573,0.5,0.58124,0.35701,1.46625,2.433,1.1807,1.58715,0.00120063,0.00120063,0.00120063
115,545.789,1.56472,2.77969,1.2323,1.44017,0.72318,0.52694,0.56758,0.34371,0.74426,0.51136,0.55081,0.3379,1.45882,2.43145,1.26807,1.58837,0.0011986,0.0011986,0.0011986
116,550.383,1.54494,2.79001,1.24954,1.47247,0.7506,0.55575,0.61372,0.3668,0.74292,0.55007,0.59545,0.37724,1.4553,2.32637,1.16116,1.56635,0.00119658,0.00119658,0.00119658
117,554.942,1.5485,2.74926,1.25653,1.48768,0.76918,0.53977,0.61169,0.36599,0.7723,0.53977,0.59553,0.36873,1.45732,2.36938,1.22105,1.53772,0.00119456,0.00119456,0.00119456
118,559.386,1.55228,2.73595,1.24425,1.47351,0.73087,0.54778,0.6126,0.37561,0.71834,0.55066,0.59854,0.37832,1.40038,2.36222,1.22017,1.51065,0.00119254,0.00119254,0.00119254
119,563.886,1.53405,2.6496,1.20069,1.42637,0.7777,0.54261,0.59886,0.36958,0.79287,0.53977,0.58986,0.36232,1.44611,2.42971,1.19226,1.54673,0.00119052,0.00119052,0.00119052
120,568.572,1.54927,2.79889,1.20238,1.42794,0.76026,0.54261,0.60048,0.36798,0.78478,0.53977,0.5855,0.36823,1.39188,2.31658,1.22936,1.51336,0.0011885,0.0011885,0.0011885
121,573.079,1.52607,2.69124,1.21962,1.44319,0.74305,0.51136,0.5722,0.34956,0.75131,0.51705,0.56581,0.3475,1.44497,2.39131,1.21443,1.55325,0.00118648,0.00118648,0.00118648
122,577.591,1.5561,2.71385,1.20465,1.43592,0.73365,0.55114,0.60159,0.35527,0.73261,0.55114,0.58775,0.36495,1.48151,2.31711,1.19468,1.57198,0.00118446,0.00118446,0.00118446
123,582.373,1.52978,2.72069,1.16803,1.39831,0.80851,0.53125,0.61085,0.36207,0.81006,0.521,0.5711,0.3635,1.45631,2.35182,1.20292,1.56366,0.00118244,0.00118244,0.00118244
124,586.827,1.50878,2.61417,1.1892,1.42376,0.75652,0.5,0.56984,0.344,0.75845,0.49148,0.54828,0.34331,1.46337,2.41249,1.2373,1.56706,0.00118042,0.00118042,0.00118042
125,591.391,1.52136,2.637,1.1699,1.39207,0.70999,0.54545,0.60153,0.36364,0.7425,0.53125,0.58224,0.36436,1.40065,2.39359,1.19389,1.52268,0.00117839,0.00117839,0.00117839
126,595.887,1.53822,2.71279,1.17042,1.41396,0.76455,0.52841,0.59833,0.3582,0.76574,0.52841,0.58363,0.35704,1.43161,2.31356,1.22183,1.52604,0.00117637,0.00117637,0.00117637
127,600.431,1.57366,2.71056,1.22193,1.44202,0.77668,0.55966,0.62649,0.37009,0.78129,0.5625,0.6156,0.38479,1.45839,2.41037,1.16315,1.54327,0.00117435,0.00117435,0.00117435
128,604.802,1.51511,2.66822,1.23613,1.4496,0.74852,0.50852,0.56087,0.32301,0.75623,0.49432,0.54231,0.32512,1.58074,2.31862,1.30923,1.64853,0.00117233,0.00117233,0.00117233
129,609.666,1.54083,2.67234,1.18046,1.4096,0.74337,0.53125,0.5953,0.35713,0.73701,0.53342,0.58757,0.36456,1.45742,2.29434,1.24063,1.58124,0.00117031,0.00117031,0.00117031
130,614.039,1.51435,2.63649,1.20161,1.4278,0.75067,0.53693,0.58563,0.35212,0.76987,0.54173,0.57218,0.35585,1.44957,2.418,1.26066,1.56709,0.00116829,0.00116829,0.00116829
131,618.472,1.49333,2.65418,1.17491,1.4063,0.78315,0.53693,0.60497,0.37516,0.79246,0.53409,0.5937,0.37498,1.40455,2.3831,1.19713,1.52683,0.00116627,0.00116627,0.00116627
132,622.957,1.52161,2.63546,1.18506,1.41892,0.74117,0.55398,0.60759,0.36487,0.72222,0.55966,0.59678,0.36358,1.40742,2.28531,1.17923,1.5133,0.00116425,0.00116425,0.00116425
